stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db,output_wav_path
11,259,Emma,Valerie,"며칠 전, 오랜 시간 함께한 반려견 해리가 무지개다리를 건넜다. 평소에 산책을 나갈 때마다 꼬리를 흔들며 옆을 따라오던 모습이 눈앞에 아른거린다. 해리가 떠난 후 집에 들어오면 반기던 소리가 들리지 않아 왠지 모를 허전함이 밀려온다. 해리가 좋아하던 노란색 인형을 아직도 치우지 못하고 바라보며, 한동안 마음이 먹먹해지는 시간을 보내고 있다.",반려견 해리가 떠난 후 내가 치우지 못하고 있는 물건은 무엇인가요?,잘 모르겠음,빨간색 목줄,노란색 인형,파란색 담요,3,노란색 인형,0,day3block2/mixture/day3block2_stimulus11.wav
12,463,Slushy,Kelly,"친구들과 도서관에서 공부하던 중 옆자리에서 자주 마주치던 같은 반 친구가 조용히 초콜릿을 건네며 말을 걸어왔다. 그날 이후로 우리는 점심시간마다 함께 도시락을 먹으며 서로의 취미에 대해 이야기하게 되었고, 어느 날은 운동장에서 함께 농구를 하며 웃기도 했다. 첫 연애라서 긴장도 많이 했지만, 작은 쪽지에 짧은 응원 메시지를 주고받던 기억이 아직도 마음 한구석에 남아 있다.",내가 첫 연애를 시작하게 된 계기는 무엇이었나요?,잘 모르겠음,같은 반 친구가 초콜릿을 건네며 말을 걸어서,운동장에서 농구를 하다가 우연히 친해져서,수업 시간에 서로 발표를 도와주다가,2,같은 반 친구가 초콜릿을 건네며 말을 걸어서,0,day3block2/mixture/day3block2_stimulus12.wav
13,63,Larry,Kanno,"며칠 전, 친구들이 갑자기 집으로 찾아와 생일 파티를 열어줘서 정말 놀랐다. 원래 별다른 계획이 없었는데, 다들 내가 좋아하는 딸기 케이크와 손수 쓴 편지까지 준비해 와서 감동받았다. 특히 민수가 직접 만든 종이 꽃다발을 건네며 축하해줬을 때는 울컥했다. 평범할 줄 알았던 하루가 소중한 추억이 되어 오래 기억에 남을 것 같다.",생일 파티에서 누가 종이 꽃다발을 만들어 선물했나요?,잘 모르겠음,지수,민수,영희,3,민수,0,day3block2/mixture/day3block2_stimulus13.wav
14,260,Charlotte,Annie,"창문을 열어두었더니 반려묘 미로가 햇살이 드는 자리에 가만히 누워 있었다. 그 모습을 보며 아무 일도 하지 않아도 그저 평화롭게 시간을 보내는 것도 중요하다는 생각이 들었다. 미로가 옆에 있으면 마음이 한결 느긋해지고, 소소한 행복을 더 자주 느끼게 된다. 바쁜 하루 속에서 미로의 조용한 호흡 소리와 따뜻한 온기는 내게 휴식과 여유를 알려주었다.",창문을 열어둔 후 미로가 한 행동은 무엇이었나요?,잘 모르겠음,창밖을 내다보았다,방 안을 돌아다녔다,햇살이 드는 자리에 누워 있었다,4,햇살이 드는 자리에 누워 있었다,0,day3block2/mixture/day3block2_stimulus14.wav
15,465,Grace,Benny,"버스를 타고 집으로 돌아가는 길에 이어폰으로 우연히 예전에 자주 듣던 밴드의 노래가 흘러나왔다. 그 순간 창밖의 풍경과 어울리면서 고등학교 때 친구들과 야외 공연장에 갔던 기억이 떠올랐다. 신나게 뛰던 그 시절의 감정이 다시 느껴져서 괜히 미소가 나왔다. 음악이 때로는 나를 과거로 데려다주고, 그 시절의 감정까지 선명하게 떠올리게 만든다는 사실이 신기하게 느껴졌다.",이어폰으로 음악을 들으며 떠오른 기억은 무엇과 관련이 있었나요?,잘 모르겠음,가족과의 여행,고등학교 친구들과 공연장에 갔던 일,학교 축제에서 노래 부른 일,3,고등학교 친구들과 공연장에 갔던 일,0,day3block2/mixture/day3block2_stimulus15.wav
16,59,Buddy,Sean,"베네치아의 좁은 골목을 걷다 우연히 길을 잃었을 때, 현지에서 유학 중이던 브라질인 루카스를 만났다. 그는 나에게 현지 식당을 소개해줬고, 함께 해산물 리조또를 먹으며 각자의 여행 이야기를 나눴다. 식사 후에는 루카스가 숨겨진 골목길을 안내해줘서, 관광객이 거의 없는 조용한 운하 풍경도 볼 수 있었다. 마지막에는 서로의 인스타그램을 교환하며, 다음 여행지에서 다시 만나자고 약속했다.",발화에서 화자가 루카스와 함께 했던 일로 알맞은 것은 무엇인가요?,잘 모르겠음,루카스와 함께 박물관을 방문했다.,루카스가 현지 식당을 소개해줬다.,루카스와 오페라 공연을 관람했다.,3,루카스가 현지 식당을 소개해줬다.,0,day3block2/mixture/day3block2_stimulus1.wav
17,256,Lucille,Tina,"집 근처 공원에서 가벼운 조깅을 마치고 돌아오면 온몸에 땀이 맺혀 상쾌한 기분이 들어요. 물 한 컵을 먼저 마신 뒤 냉장고에서 달걀과 방울토마토를 꺼내요. 달걀을 삶으면서 토마토를 반으로 자르고, 바질을 조금 올려 간단한 샐러드를 만들었죠. 그리고 아몬드도 몇 알 곁들이니 영양도 든든하고 입맛도 좋아져서 하루를 기분 좋게 시작할 수 있었답니다.",내가 아침 조깅 후 조식 준비를 할 때 냉장고에서 꺼낸 재료가 아닌 것은 무엇인가요?,잘 모르겠음,달걀,방울토마토,호두,4,호두,0,day3block2/mixture/day3block2_stimulus2.wav
18,460,Jeff,Katie,"공항에 도착하자마자 사람들이 인사를 할 때 볼에 뽀뽀를 하는 모습을 처음 보고 무척 당황했던 기억이 아직도 생생하다. 한국에서는 어색한 행동이라서 처음엔 몸을 피하게 되었지만, 현지 친구가 이건 이 나라의 인사법이라고 친절하게 설명해주어서 그제야 조금 익숙해질 수 있었다. 며칠 뒤엔 나도 자연스럽게 뺨을 맞대며 인사하는 내 모습을 발견하고 스스로도 놀랐던 하루였다.",해외여행 중 화자가 처음 당황했던 현지 인사법은 무엇이었나요?,잘 모르겠음,손을 흔드는 것,볼에 뽀뽀를 하는 것,고개를 깊이 숙이는 것,3,볼에 뽀뽀를 하는 것,0,day3block2/mixture/day3block2_stimulus3.wav
19,60,Walter,Patrick,"친구가 갑자기 기타를 배우기 시작했다고 자랑하는 바람에 처음엔 그냥 구경만 하려고 연습실에 따라갔다. 그런데 친구가 간단한 코드 몇 개를 직접 가르쳐줬고, 생각보다 손에 잘 익어서 그날 집에 돌아오는 길에 중고로 저렴한 기타를 하나 샀다. 연습실에서의 즐거운 경험과 친구의 권유가 기타를 배우게 된 결정적인 계기가 되었다.",발화자가 기타를 배우기 시작한 계기로 알맞은 것은 무엇인가요?,잘 모르겠음,가족의 추천으로 시작했다,유명한 기타리스트 영상을 보고 시작했다,친구의 권유와 연습실에서의 경험으로 시작했다,4,친구의 권유와 연습실에서의 경험으로 시작했다,0,day3block2/mixture/day3block2_stimulus4.wav
20,257,Bell,Nova,"최근에 체력이 부족하다고 느껴서 매일 저녁마다 동네 공원을 걷기 시작했다. 처음엔 삼십 분만 걸어도 숨이 차고 다리가 무거웠는데, 일주일쯤 지나니까 같은 거리를 훨씬 수월하게 걸을 수 있었다. 어느 날은 친구가 갑자기 조깅을 제안해서 망설였지만, 예전보다 훨씬 가볍게 따라갈 수 있는 내 모습이 뿌듯했다. 덕분에 자신감도 생기고 잠도 더 잘 자게 되어 전보다 활기찬 하루를 보내고 있다.",발화자가 운동을 시작하게 된 주된 이유는 무엇이었나요?,잘 모르겠음,체력이 부족하다고 느껴서,체중을 줄이려고,새로운 친구를 사귀려고,2,체력이 부족하다고 느껴서,0,day3block2/mixture/day3block2_stimulus5.wav
21,461,Matthew,Maddie,"지하철을 타고 숙소로 돌아가던 중 갑자기 한 무리의 사람들이 큰 소리로 노래를 부르기 시작해서 깜짝 놀랐다. 한국에서는 대중교통에서 조용히 있는 게 익숙했는데, 이곳에선 다들 자연스럽게 그 노래에 박수를 치거나 같이 따라 부르기도 했다. 처음엔 당황스러웠지만, 점점 그 자유로운 분위기가 신기하고 부러워지기도 했다. 그날 이후로 나도 조금씩 어울려보려고 노력했다.",발화자가 문화 충격을 느낀 이유는 무엇이었나요?,잘 모르겠음,사람들이 지하철에서 춤을 췄기 때문에,사람들이 지하철에서 큰 소리로 노래를 불렀기 때문에,사람들이 지하철에서 음식을 먹었기 때문에,3,사람들이 지하철에서 큰 소리로 노래를 불렀기 때문에,0,day3block2/mixture/day3block2_stimulus6.wav
22,61,Hugh,CaptainBill,"몇 달 전부터 도자기 만들기에 빠져서 주말마다 공방에 다니고 있다. 처음에는 흙이 내 손에서 전혀 뜻대로 움직이지 않아 실망스럽기도 했지만, 점차 손끝에 집중하고 천천히 모양을 다듬는 과정에서 인내심을 배웠다. 완성된 작품이 매번 완벽하지는 않지만, 노력과 시간이 쌓이면 분명 나만의 개성이 드러난다는 사실을 깨달았다.",도자기 만들기를 통해 내가 배운 가장 중요한 교훈은 무엇이었나요?,잘 모르겠음,모든 작품이 완벽해야 한다는 점,노력과 시간의 중요성,빠른 결과가 가장 좋다는 점,3,노력과 시간의 중요성,0,day3block2/mixture/day3block2_stimulus7.wav
23,258,Natalie,Annie,"며칠 전, 비가 오락가락하던 오후에 처음으로 아이와 함께 근처 공원에 나갔어요. 작은 우산을 나눠 쓰며 손을 꼭 잡고 걷는데, 아이가 갑자기 웅덩이에 비친 자기 얼굴을 보고 깔깔 웃더라고요. 평소엔 조용한 편이라 그런 모습을 처음 봤는데, 그 순간이 너무 소중해서 사진도 잊고 한참을 같이 웃었어요. 집에 돌아오는 길에 아이가 나뭇잎을 하나 주워서 엄마에게 보여주겠다고 소중하게 들고 가는 모습도 아직 기억에 남아요.",공원에서 아이가 비에 젖은 웅덩이를 보고 어떤 반응을 보였나요?,잘 모르겠음,울음을 터뜨렸다.,깔깔 웃었다.,조용히 지나쳤다.,3,깔깔 웃었다.,0,day3block2/mixture/day3block2_stimulus8.wav
24,462,Hailey,Furnando,"며칠 전 보호소에서 데려온 강아지와 함께 처음으로 동물병원에 갔다. 병원에 들어서자 강아지가 긴장한 듯 내 품에 꼭 안겼다. 의사 선생님이 천천히 진찰해주시며, 건강상태와 필요한 예방접종에 대해 설명해주셨다. 그리고 입양 전 필요한 혈액검사와 기생충 검사를 받았다. 검사를 마친 뒤 간식을 주자 조금은 안도한 듯 꼬리를 살랑거렸다. 앞으로 함께 할 시간들이 기대된다.",강아지가 동물병원에서 어떤 검사를 받았나요?,잘 모르겠음,청력 검사와 시력 검사,혈액검사와 기생충 검사,유전자 검사와 체온 측정,3,혈액검사와 기생충 검사,0,day3block2/mixture/day3block2_stimulus9.wav
25,62,Duke,Ron,"비행기 출발 시간이 가까워질수록 마음이 점점 무거워졌다. 함께 보낸 신혼여행이 끝나가니 아쉬움이 컸다. 공항 대합실에서 남편과 손을 꼭 잡고 마지막 기념사진을 찍었다. 서로 짐을 챙겨주며 짧은 농담도 주고받았지만, 표정에서는 아쉬움이 숨겨지지 않았다. 드디어 탑승 안내가 나오자 남편이 작게 내 손을 흔들었고, 나는 눈물이 살짝 맺힌 채로 작별인사를 건넸다.",공항에서 마지막으로 한 행동은 무엇이었나요?,잘 모르겠음,함께 기념품을 샀다,기념사진을 찍었다,작별인사를 했다,4,작별인사를 했다,0,day3block2/mixture/day3block2_stimulus10.wav
26,259,Valerie,Emma,"최근 회사에서 새로운 상품 프로모션을 맡게 되어 팀원들과 기획안을 준비했는데, 예상과 달리 협력업체에서 시안 수정 요청이 자주 들어와 일정이 계속 밀렸다. 특히 마지막에는 급하게 바뀐 예산안 때문에 우리 팀끼리 여러 번 밤늦게까지 회의를 하며 대안을 찾아야 했다. 그래도 서로 아이디어를 모아 좋은 결과를 만들어냈다는 점에서 뿌듯함을 느꼈다.",프로모션을 준비하는 과정에서 우리 팀의 일정이 밀린 이유가 무엇이었나요?,잘 모르겠음,협력업체의 시안 수정 요청,사내 홍보,참여 인원 부족,2,협력업체의 시안 수정 요청,0,day3block2/mixture/day3block2_stimulus11.wav
27,463,Kelly,Slushy,"며칠 전 친구들과 제주도 숲길을 걷다가 갑자기 안개가 짙게 끼기 시작했다. 방향 감각을 잃고 잠시 멈춰 있었는데, 어디선가 종소리가 들려와 그 소리를 따라가다 보니 원래 오던 길로 되돌아올 수 있었다. 돌아와서 다들 신기해하며 누가 종을 울렸는지 궁금해했지만, 근처엔 사람이 전혀 없었고 종소리의 정체도 끝내 알 수 없었다. 그날 이후로 숲길에 대한 인상이 완전히 달라졌다.",제주도 숲길에서 길을 찾는 데 도움이 된 것은 무엇이었나요?,잘 모르겠음,바람 소리,종소리,휴대폰 지도,3,종소리,0,day3block2/mixture/day3block2_stimulus12.wav
28,63,Kanno,Larry,"며칠 전, 팀 프로젝트 발표가 끝난 뒤 교수님께서 우리 팀을 따로 불러 칭찬해주셨다. 처음엔 모두 의견이 달라 조율이 어려웠지만, 서로의 생각을 존중하며 밤늦게까지 자료를 찾고 토론한 덕분에 완성도 높은 결과물을 만들 수 있었다. 동기들과 함께 노력해 이뤄낸 성취라 더욱 값졌다.",발화에서 팀 프로젝트가 성공적이었던 이유로 언급된 것은 무엇인가요?,잘 모르겠음,개인적으로 열심히 공부해서,서로의 생각을 존중하며 협력해서,교수님의 도움을 많이 받아서,3,서로의 생각을 존중하며 협력해서,0,day3block2/mixture/day3block2_stimulus13.wav
29,260,Annie,Charlotte,"비행기를 처음 탔던 날의 설렘이 아직도 생생하다. 창밖으로 구름이 펼쳐진 모습에 한참을 넋 놓고 바라봤다. 도착한 후 공항에서 환전하는 방법을 몰라 잠시 당황했지만, 친절한 직원 덕분에 무사히 현지 화폐를 손에 쥘 수 있었다. 숙소로 이동하는 택시 안에서는 낯선 풍경과 언어가 가득해 어색하면서도 신기했다. 짐을 풀고 근처 시장에 갔더니 음식 냄새가 진동했고, 나는 모험심에 이끌려 익숙하지 않은 길거리 음식을 시도해 보았다.",내가 해외에 도착하자마자 공항에서 겪은 일은 무엇이었나요?,잘 모르겠음,짐이 분실되어 당황했다.,환전하는 방법을 몰라 잠시 당황했다.,현지 친구를 공항에서 만났다.,3,환전하는 방법을 몰라 잠시 당황했다.,0,day3block2/mixture/day3block2_stimulus14.wav
30,465,Benny,Grace,"몇 해 전 늦가을에 친구들과 강릉으로 여행을 갔던 기억이 아직도 생생하다. 평소에 바다를 자주 보지 못해서 경포대 해변에 도착했을 때 설렘이 컸다. 바닷바람을 맞으며 모래사장 위에서 사진도 찍고, 근처 카페에서 따뜻한 커피를 마시며 파도 소리를 들었던 시간이 정말 소중했다. 저녁에는 오죽헌 근처를 산책하다가 우연히 지역 축제를 만났고, 그곳에서 강릉 특산물로 만든 떡을 처음 맛봤다. 여행 내내 소소한 즐거움이 가득해서 잊을 수 없는 추억으로 남아 있다.",화자가 강릉에서 처음 먹어 본 음식은 무엇이었나요?,잘 모르겠음,강릉 특산물로 만든 떡,해산물 요리,붕어빵,2,강릉 특산물로 만든 떡,0,day3block2/mixture/day3block2_stimulus15.wav
