stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db,output_wav_path
11,291,Sara,Kelly,"파리의 작은 호스텔에서 방을 같이 쓰게 된 룸메이트들과 저녁에 서로의 여행 이야기를 나누게 되었다. 브라질에서 온 마르코는 여행 경비를 아끼려고 직접 요리를 해 먹는다고 해서, 그날 저녁은 각자 고향 음식을 만들어 나눠 먹기로 했다. 나는 김치볶음밥을 만들고, 마르코는 검은콩 요리를 준비했다. 서로의 음식을 맛보며 그동안 겪었던 해프닝도 얘기하다가, 덕분에 언어는 달라도 금방 친해질 수 있다는 걸 새삼 느꼈다.",호스텔에서 만난 마르코가 저녁에 준비한 음식은 무엇이었나요?,잘 모르겠음,김치볶음밥,검은콩 요리,스파게티,3,검은콩 요리,0,day5block1/mixture/day5block1_stimulus11.wav
12,503,West,Bell,"친구가 힘들어할 때마다 무언가 도와주고 싶었지만, 내 감정이 먼저 흔들려 버려서 오히려 위로가 어려웠다. 그래서 일주일 전부터 아침마다 10분씩 명상을 시작했다. 처음엔 잡생각만 떠올라 집중이 잘 안 됐지만, 3일쯤 지나자 숨소리에 귀 기울이며 마음이 차분해지는 경험을 했다. 덕분에 친구와 얘기할 때 내 감정부터 조절할 수 있었고, 상대의 말을 더 진심으로 들을 수 있었다.",화자가 명상을 시작하게 된 계기는 무엇이었나요?,잘 모르겠음,내 감정을 잘 조절하고 싶어서,아침에 일찍 일어나기 위해서,스트레스를 해소하기 위해서,2,내 감정을 잘 조절하고 싶어서,0,day5block1/mixture/day5block1_stimulus12.wav
13,102,Wade,Ben,"새벽부터 기차를 타고 이동했더니 잠을 거의 못 자서 피곤함이 몰려왔다. 도착하자마자 비까지 내리기 시작해 우산도 없이 숙소를 찾아 헤맸는데, 구글 지도가 오작동해서 반대 방향으로 한참이나 걸었다. 짐도 무거웠고, 배는 고픈데 주변에 식당도 보이지 않아 그때가 이번 여행에서 가장 힘든 순간이었다.",여행 중 숙소를 찾으러 갈 때 겪은 문제가 무엇인가요?,잘 모르겠음,택시가 잡히지 않았다,구글 지도가 오작동했다,숙소에 우산이 없었다,3,구글 지도가 오작동했다,0,day5block1/mixture/day5block1_stimulus13.wav
14,292,Lucille,Athena,"집안이 조용한 주말, 커튼 사이로 들어오는 햇살을 느끼며 평소보다 느긋하게 침대에 누워 있었다. 창밖에서 들리는 새소리와 커피 향이 어우러지니, 바쁜 평일엔 느끼지 못했던 여유가 마음을 가득 채웠다. 간단하게 토스트를 구워 먹으며 좋아하는 음악을 틀었더니, 혼자지만 충분히 특별한 아침이 되었다. 이런 순간이 쌓여 소소한 행복이 되는 것 같다.",주인공이 주말 아침에 했던 일은 무엇인가요?,잘 모르겠음,친구와 전화 통화를 했다,공원에서 산책을 했다,토스트를 구워 먹었다,4,토스트를 구워 먹었다,0,day5block1/mixture/day5block1_stimulus14.wav
15,504,Justin,Maisie,"며칠 전 친구와 함께 제주도 협재 해변을 다녀왔던 기억이 떠올랐다. 파란 바다와 고운 모래가 어우러진 풍경에 감탄하면서, 작은 카페에서 직접 만든 감귤 주스를 마셨다. 오후에는 자전거를 빌려 해안도로를 달리며 시원한 바람을 맞았고, 해질 무렵에는 붉게 물든 하늘 아래에서 사진도 많이 찍었다. 그곳의 여유로운 분위기와 친절한 사람들 덕분에 마음이 한결 가벼워져서, 꼭 다시 가고 싶다는 생각이 들었다.",화자가 협재 해변에서 친구와 무엇을 마셨나요?,잘 모르겠음,아이스 아메리카노,감귤 주스,복숭아 스무디,3,감귤 주스,0,day5block1/mixture/day5block1_stimulus15.wav
16,97,Viktor,Royce,"몇 주 전 동아리에서 MT를 갔을 때, 밤에 모두가 둘러앉아 각자 특기를 뽐내는 시간이 정말 재미있었다. 나는 즉석에서 마술을 보여줬고, 평소 조용하던 선배가 갑자기 랩을 하는 모습에 다들 배꼽을 잡고 웃었다. 그날 밤 늦게까지 이어진 게임과 이야기 덕분에 동아리 친구들과 한층 더 가까워질 수 있었다.",동아리 MT에서 평소 조용하던 선배가 즉석에서 보여준 것은 무엇이었나요?,잘 모르겠음,마술,랩,노래,3,랩,0,day5block1/mixture/day5block1_stimulus1.wav
17,288,Chloe,Margot,"며칠 전 집에서 키우는 고양이 '미로'가 갑자기 평소에 잘 올라가지 않던 책장 위로 뛰어올라갔다. 그 위에 내가 며칠 전에 두고 잊어버린 작은 인형이 있었는데, 미로가 그 인형을 입으로 물고 조심스럽게 내 침대 옆으로 가져다두는 모습을 보고 정말 신기했다. 인형을 꺼내달라고 했던 것도 아닌데, 마치 내 물건을 챙겨주려는 듯한 행동이 너무 인상 깊었다.",고양이 미로가 평소에 잘 하지 않던 행동은 무엇이었나요?,잘 모르겠음,책장 위로 뛰어 올라가는 것,침대 밑에서 뭔가를 꺼내는 것,인형을 숨기는 것,2,책장 위로 뛰어 올라가는 것,0,day5block1/mixture/day5block1_stimulus2.wav
18,500,AnnabelletheGhost,Landon,"며칠 전 저녁, 아내와 둘이서 산책을 하다가 오랜만에 결혼 초기 이야기를 나눴다. 아이가 태어나기 전에는 주말마다 영화를 보거나 맛집을 찾아다니는 게 일상이었는데, 요즘은 아기 돌보느라 여유가 없어졌다. 그래도 작은 변화 속에서 서로를 더 많이 이해하게 되고, 아기의 웃음을 보며 하루의 피로가 씻기는 느낌을 받는다. 가족이란 이런 변화와 함께 커가는 거라는 생각이 들었다.",발화자가 결혼 전 주말에 주로 했던 활동은 무엇인가요?,잘 모르겠음,여행을 다녔다.,영화 관람이나 맛집 탐방을 했다.,집에서 쉬었다.,3,영화 관람이나 맛집 탐방을 했다.,0,day5block1/mixture/day5block1_stimulus3.wav
19,99,Rusty,Peter,"운동부에서 활동하던 시절, 대회를 앞두고 동아리 친구들과 학교 체육관에서 저녁 늦게까지 연습하곤 했다. 매일 땀에 젖은 운동복을 집에 가져가 빨아야 했고, 코치님께서 연습이 끝난 뒤 직접 만든 유자차를 나눠주셔서 피로가 풀리는 기분이 들었다. 대회 당일에는 모두가 긴장했지만 서로 손을 맞잡고 파이팅을 외치며 단합된 모습을 보였다.",연습이 끝난 뒤에 코치님이 선수들에게 나눠주신 음료는 무엇이었나요?,잘 모르겠음,보리차,유자차,식혜,3,유자차,0,day5block1/mixture/day5block1_stimulus4.wav
20,289,Stephanie,Maddie,"비가 그친 뒤 집 근처 공원에 반려견 몽이를 데리고 산책을 나갔다. 젖은 풀밭에서 몽이는 평소보다 더 신나게 뛰어다녔고, 갑자기 작은 연못 근처에 멈춰 서더니 물에 비친 자기 모습을 한참 바라보았다. 나는 그런 몽이의 모습을 사진으로 남겼는데, 덕분에 산책이 끝난 뒤 몽이의 발을 깨끗하게 닦아줘야 했다. 발에 잔디와 진흙이 가득 묻어 있었기 때문이다.",산책 중 몽이가 연못 근처에서 보인 행동은 무엇이었나요?,잘 모르겠음,연못에 뛰어들었다,연못 근처에서 쉬었다,물에 비친 자기 모습을 바라보았다,4,물에 비친 자기 모습을 바라보았다,0,day5block1/mixture/day5block1_stimulus5.wav
21,501,Neoguard,Samantha,"며칠 전 오랜만에 대학 시절 친구들과 저녁을 먹으면서 예전에는 성공이나 명예 같은 것이 인생에서 가장 중요하다고 생각했던 내 모습을 떠올렸다. 하지만 어느새 가족과 보내는 평범한 시간이 가장 소중하게 느껴지고, 친구와 함께 웃었던 사소한 추억이 마음을 따뜻하게 만든다는 걸 깨달았다. 요즘은 성취보다는 일상에서의 작은 기쁨이 내 삶의 가치를 결정짓는다는 생각이 들곤 한다.",화자는 친구들과의 저녁 식사 자리에서 무엇이 인생에서 중요하다고 느꼈는지에 대해 어떤 변화를 경험했다고 말했나요?,잘 모르겠음,"예전에는 가족과의 시간을 가장 중요하게 여겼으나, 지금은 명예가 더 소중하다고 생각하게 됐다.","과거에는 성공과 명예를 중요하게 여겼지만, 지금은 일상에서의 작은 기쁨과 가족, 친구와의 시간을 더 소중하게 여기게 됐다.",최근 들어 나의 건강이 가장 중요하다는 생각이 들었다.,3,"과거에는 성공과 명예를 중요하게 여겼지만, 지금은 일상에서의 작은 기쁨과 가족, 친구와의 시간을 더 소중하게 여기게 됐다.",0,day5block1/mixture/day5block1_stimulus6.wav
22,100,UncleHank,Logan,"집 근처 강변길을 따라 자전거를 타다가 갑자기 앞에 다람쥐 한 마리가 튀어나오는 바람에 급히 브레이크를 잡은 적이 있다. 순간적으로 균형을 잃어서 자전거에서 거의 떨어질 뻔했지만, 다행히 핸들을 꽉 잡고 중심을 잡아 넘어지지 않았다. 놀란 가슴을 진정시키고 천천히 다시 출발했는데, 그 뒤로는 길가에 뭐가 있는지 더 주의 깊게 살피게 되었다.",자전거를 타던 중 내가 갑자기 브레이크를 잡게 된 이유는 무엇이었나요?,잘 모르겠음,갑자기 비가 와서,앞에 사람이 나타나서,다람쥐가 튀어나와서,4,다람쥐가 튀어나와서,0,day5block1/mixture/day5block1_stimulus7.wav
23,290,Sophia,Alex,"창밖으로 비가 내리던 어느 날, 학교 복도에서 우산을 들고 서 있던 그 친구가 생각났다. 내 우산이 망가진 걸 본 그는 아무렇지 않게 내게 다가와 함께 쓰자고 했다. 그때 그의 우산 아래에서 느꼈던 설렘은 아직도 잊히지 않는다. 두근거리는 마음으로 집까지 걷던 길, 빗소리마저 달콤하게 들렸고, 짧은 거리였지만 평생 기억에 남을 만큼 특별한 순간이었다.",화자가 첫사랑을 회상하며 특별하게 느낀 순간은 무엇과 관련이 있었나요?,잘 모르겠음,함께 우산을 썼던 순간,함께 운동장을 뛰었던 순간,함께 시험을 준비했던 순간,2,함께 우산을 썼던 순간,0,day5block1/mixture/day5block1_stimulus8.wav
24,502,Jodie,NewscasterJohn,"두 달 전, 친구들과 제주도에 다녀온 기억이 아직도 생생하다. 우연히 비가 내리는 날 오름에 올랐는데, 정상에 도착하자 구름 사이로 무지개가 피어났다. 우리는 갑자기 빗속에서 신나게 사진을 찍고, 서로 장난치며 크게 웃었다. 저녁에는 작은 펜션에서 바비큐를 구워 먹으며 평소 못 나눴던 고민도 털어놓았다. 짧았지만 오랜만에 마음이 완전히 편안해지는 시간을 보내 정말 특별하게 느껴졌던 여행이었다.",발화자의 제주도 여행 중에 정상에 올랐을 때 어떤 특별한 일이 있었나요?,잘 모르겠음,갑자기 눈이 내렸다.,무지개가 나타났다.,너무 추워졌다.,3,무지개가 나타났다.,0,day5block1/mixture/day5block1_stimulus9.wav
25,101,Kanno,Mark,"최근에 친구의 권유로 도자기 공방에 다녀온 적이 있는데, 흙을 직접 만지며 그릇을 만드는 과정이 생각보다 마음을 차분하게 해주고 스트레스도 풀려서 너무 좋았어요. 완성된 머그컵에 직접 이름을 새기니 세상에 하나뿐인 물건이 생긴 기분이 들었고, 주변 사람들에게도 이 경험을 꼭 추천하고 싶었어요.",화자는 도자기 공방에서 무엇을 만들고 어떤 특별한 경험을 했다고 했나요?,잘 모르겠음,접시를 만들고 그림을 그렸다,머그컵을 만들고 이름을 새겼다,화분을 만들고 색칠을 했다,3,머그컵을 만들고 이름을 새겼다,0,day5block1/mixture/day5block1_stimulus10.wav
26,291,Kelly,Sara,"몇 년 전, 새로운 도시에서 혼자 생활을 시작했을 때가 떠오른다. 가족, 친구 모두 멀리 있고 모든 것이 낯설어서 매일 적응하느라 애썼다. 처음에는 작은 일에도 자신감이 없었지만, 점점 스스로 문제를 해결하는 경험이 쌓이면서 내면이 강해짐을 느꼈다. 그 시기 덕분에 지금은 예상치 못한 상황도 두려워하지 않고, 새로운 도전을 즐길 수 있게 된 것 같다.",화자가 가장 강하게 성장했다고 느낀 시기는 어떤 상황에서였나요?,잘 모르겠음,가족과 함께 여행을 다녔을 때,친구들과 동아리 활동을 할 때,새로운 도시에서 혼자 생활을 할 때,4,새로운 도시에서 혼자 생활을 할 때,0,day5block1/mixture/day5block1_stimulus11.wav
27,503,Bell,West,"비가 내리던 오후, 우산을 들고 동네 공원을 걸었다. 평소에는 사람들로 붐비던 산책로가 텅 비어 조용했다. 빗소리가 나뭇잎에 부딪히는 소리를 들으며 걷다 보니 오히려 마음이 편안해졌다. 신발이 젖는 불편함도 있었지만, 빗방울이 얼굴을 스치는 느낌이 상쾌하게 느껴졌다. 평소와 달리 혼자만의 공간에서 여러 생각을 정리할 수 있었고, 빗속에서 걷는 시간이 뜻밖에 소중하게 느껴졌다.",비 오는 날 산책 중 내가 가장 크게 느낀 감정은 무엇이었나요?,잘 모르겠음,불안함,편안함,우울함,3,편안함,0,day5block1/mixture/day5block1_stimulus12.wav
28,102,Ben,Wade,"매년 새해마다 가족끼리 의미 있는 일을 하자고 다짐했는데, 올해는 할머니와 함께 동네 복지관에서 무료 급식 봉사를 하게 되었다. 처음엔 낯설고 어색했지만, 엄마는 반찬을 나르고, 아버지는 설거지를 도우며 모두가 분주하게 움직였다. 할머니는 어르신들과 이야기를 나누며 미소를 잃지 않으셨고, 나 역시 배식대를 맡아 따뜻한 국을 퍼주면서 진심 어린 감사 인사를 들을 때마다 뿌듯함을 느꼈다.",새해 봉사활동에서 할머니는 어떤 역할을 주로 맡으셨나요?,잘 모르겠음,설거지를 하셨다,어르신들과 이야기를 나누셨다,반찬을 나르셨다,3,어르신들과 이야기를 나누셨다,0,day5block1/mixture/day5block1_stimulus13.wav
29,292,Athena,Lucille,"며칠 전 늦은 밤에 친구와 카페에 앉아 한참 이야기를 나누다 보니, 요즘 내가 무엇을 좋아하고 앞으로 뭘 하고 싶은지 정말 모르겠다는 생각이 들었다. 대학에 들어온 뒤 여러 동아리도 해보고 아르바이트도 했지만, 뚜렷한 목표가 없어서 그런지 항상 무언가 부족하다고 느껴졌다. 주변 친구들은 하나둘씩 자신의 길을 찾는 것 같아 괜히 초조해지고, 가족들에게도 괜히 짜증을 내는 일이 잦아졌다. 그래서 잠시 여행이라도 다녀오면 답을 찾을 수 있을까 고민이 된다.",화자는 최근에 어떤 상황에서 자신의 미래에 대한 불확실함을 다시 느끼게 되었나요?,잘 모르겠음,선생님과 상담하다가,늦은 밤 친구와 카페에서 이야기하다가,가족과 저녁을 먹으면서,3,늦은 밤 친구와 카페에서 이야기하다가,0,day5block1/mixture/day5block1_stimulus14.wav
30,504,Maisie,Justin,며칠 전 친구와 오래 기다렸던 영화관에 갔다. 평소 좋아하던 감독의 신작이었기에 기대가 컸다. 영화 속 인물이 선택의 순간마다 고민하고 용기를 내는 모습이 내 모습과 겹쳐 보였다. 특히 마지막 장면에서 주인공이 소중한 사람과 화해하는 모습을 보며 지난 내 실수와 용서받은 기억이 떠올랐다. 영화가 끝난 뒤 우리는 서로의 경험을 나누며 삶에 대해 더 깊이 생각해보는 시간을 가졌다.,영화의 어떤 장면이 화자의 과거 기억을 떠올리게 했나요?,잘 모르겠음,주인공이 새로운 도시로 떠나는 장면,주인공이 소중한 사람과 화해하는 장면,주인공이 직장을 그만두는 장면,3,주인공이 소중한 사람과 화해하는 장면,0,day5block1/mixture/day5block1_stimulus15.wav
