stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db,output_wav_path
11,249,Grace,Harper,"며칠 전에는 종이로 미니어처 가구를 만드는 취미에 다시 몰두했다. 작은 소파와 책장을 만들면서 색종이와 풀을 세심하게 다루는 일이 꽤 집중력을 요했다. 친구가 놀러와서 완성된 미니어처를 보고 감탄하길래, 그 자리에서 직접 작은 테이블을 만들어보라고 권해주기도 했다. 완성된 가구들을 작은 상자에 차곡차곡 진열해두니 뿌듯함이 밀려왔다.",화자는 미니어처 가구를 만들 때 친구에게 어떤 것을 권했나요?,잘 모르겠음,함께 그림을 그려보자고 권했다,직접 작은 테이블을 만들어보라고 권했다,완성된 가구를 선물로 주었다,3,직접 작은 테이블을 만들어보라고 권했다,0,day3block1/mixture/day3block1_stimulus11.wav
12,451,Duke,Stephanie,"며칠 전부터 졸업 작품 준비로 팀원들과 거의 매일 늦게까지 학교에 남아 있었어. 작업 중간에 컴퓨터가 갑자기 꺼지는 바람에 저장하지 않은 파일을 날려서 다 같이 멍해졌던 순간이 기억난다. 결국 그날은 저녁을 학교 근처 김밥집에서 간단히 해결하고, 다시 돌아와서 새벽까지 자료를 복구하느라 고생했지. 그래도 서로 농담도 주고받으며 힘내서 마무리할 수 있어서 다행이었어.",졸업 작품 준비 도중 팀원들이 저녁 식사를 해결한 장소는 어디였나요?,잘 모르겠음,학교의 학생 식당,학교 근처 김밥집,팀원 집,3,학교 근처 김밥집,0,day3block1/mixture/day3block1_stimulus12.wav
13,52,River,Damian,"며칠 전, 창밖에서 빗소리가 끊이지 않아 어릴 적 장마철이 떠올랐다. 그땐 할머니 집에서 지냈는데, 비가 며칠이나 내리면 마당에 작은 웅덩이가 생기곤 했다. 나는 사촌들과 우산도 없이 뛰어나가 신발이 흠뻑 젖는 것도 잊고 놀았다. 그날은 비가 조금 약해지자 할머니가 직접 만드신 따뜻한 부침개를 내어주셨는데, 빗소리와 함께 먹던 그 맛이 아직도 생생하게 기억난다.",발화자의 어린 시절 장마철에 할머니가 내어준 음식은 무엇이었나요?,잘 모르겠음,떡볶이,부침개,칼국수,3,부침개,0,day3block1/mixture/day3block1_stimulus13.wav
14,250,Janet,Kristen,최근에는 집 근처 공원에서 만년필로 일기를 쓰는 취미에 푹 빠져 있다. 만년필 특유의 잉크 흐름과 종이 위에서 느껴지는 미묘한 저항감이 생각보다 큰 힐링이 된다. 특히 어두운 파란색 잉크를 쓸 때마다 어릴 적 아버지 책상 서랍에서 몰래 만년필을 꺼내 써보던 추억이 떠오른다. 요즘은 쓰고 싶은 글귀가 있으면 일기 마지막 부분에 짧게 적어두기도 한다.,내가 일기를 쓸 때 추억을 떠올리게 하는 잉크 색깔은 무엇인가요?,잘 모르겠음,밝은 초록색,진한 빨간색,어두운 파란색,4,어두운 파란색,0,day3block1/mixture/day3block1_stimulus14.wav
15,452,Hailey,Larry,"최근 이사한 작은 원룸에서 지내는 것도 벌써 일주일이 넘었다. 집안일을 모두 스스로 해야 하니 처음엔 설거지며 청소며 어리둥절했지만, 점점 나만의 루틴이 생기기 시작했다. 혼자 식사를 준비하며 어릴 때 자주 먹던 김치찌개를 끓여봤는데, 익숙한 맛이 나지 않아 엄마에게 영상통화로 레시피를 다시 물어보기도 했다. 혼자지만 점점 이 공간에 애착이 생기는 것 같아 신기했다.",내가 김치찌개를 끓이다가 영상통화로 레시피를 물어본 사람은 누구인가요?,잘 모르겠음,아버지,엄마,언니,3,엄마,0,day3block1/mixture/day3block1_stimulus15.wav
16,45,KlipKim,Mark,"며칠 전 학과 MT에서 조별 장기자랑 준비를 하다가 예상치 못한 일이 생겼다. 우리 조는 춤을 준비했는데, 연습할 때마다 동작이 맞지 않아 서로 웃음을 참지 못했다. 결국 무대에서 친구 한 명이 음악을 잘못 틀어서 전혀 다른 노래가 흘러나왔고, 당황한 나머지 즉석에서 이상한 춤을 췄다. 모두가 폭소를 터뜨렸고, 심지어 교수님도 웃으셨다. 민망했지만, 나중에 사진을 보니 다들 정말 즐거워 보여서 오히려 좋은 추억이 된 것 같다.",MT 장기자랑 무대에서 우리 조가 당황하게 된 주된 이유는 무엇이었나요?,잘 모르겠음,조원 한 명이 넘어졌기 때문,음악이 잘못 나왔기 때문,춤 동작을 잊어버렸기 때문,3,음악이 잘못 나왔기 때문,0,day3block1/mixture/day3block1_stimulus1.wav
17,246,Verna,Annie,"입사하고 얼마 지나지 않아 선배인 수진 언니와 프로젝트를 같이 하게 되었는데, 그때부터 자연스럽게 멘토처럼 저를 챙겨주셨어요. 언니는 점심시간에 저를 데리고 회사 근처 맛집도 알려주고, 힘든 일이 있으면 조용히 카페에서 얘기도 들어주셨어요. 최근엔 제 발표 연습을 도와주면서 직접 피드백까지 해주셔서 정말 큰 힘이 되었던 기억이 납니다.",수진 언니가 최근에 도와준 일은 무엇이었나요?,잘 모르겠음,옆팀 팀원을 소개해주었다,발표 연습을 도와주고 피드백을 해주었다,프로젝트에서 대신 일해주었다,3,발표 연습을 도와주고 피드백을 해주었다,0,day3block1/mixture/day3block1_stimulus2.wav
18,448,Paige,PN,"초등학교 시절, 한여름 방학에 가족들과 함께 강원도 산골마을로 여행을 떠난 기억이 또렷하다. 계곡물에 발을 담그며 오랜만에 부모님과 동생이 모두 함께 물수제비도 던지고, 저녁엔 다같이 모닥불을 피워 옥수수도 구워 먹었다. 그날 밤에는 별이 쏟아지는 하늘 아래에서 동생과 벌레 소리를 들으며 잠들었는데, 도시에서 느껴볼 수 없던 고요함과 따뜻함이 오래도록 마음에 남았다.",가족이 강원도 산골마을 여행에서 밤에 무엇을 하며 잠들었나요?,잘 모르겠음,별이 쏟아지는 하늘 아래서 벌레 소리를 들으며,마시멜로를 먹으며,노래를 부르며,2,별이 쏟아지는 하늘 아래서 벌레 소리를 들으며,0,day3block1/mixture/day3block1_stimulus3.wav
19,46,Edward,Ron,"파리에서 길을 잃고 헤매던 중 우연히 한국어로 통화하는 소리를 듣게 되었다. 용기를 내 말을 걸었더니, 그분이 친절하게 목적지까지 직접 안내해 주셨다. 게다가 근처 맛집도 소개해 주고, 여행 팁까지 챙겨주셨다. 낯선 나라에서 한국인을 만나 큰 도움을 받으니 마음이 한결 놓였다. 그날 받은 친절 덕분에 여행의 기억이 훨씬 따뜻해졌다.",파리에서 길을 잃은 작성자는 어떤 도움을 받았나요?,잘 모르겠음,현지 지도를 선물 받았다.,한국인에게 직접 안내를 받았다.,현지 경찰이 도와주었다.,3,한국인에게 직접 안내를 받았다.,0,day3block1/mixture/day3block1_stimulus4.wav
20,247,Sylvia,Hailey,"며칠 전 친구와 함께 걷다가 우연히 첫사랑과 자주 가던 카페 앞을 지나치게 되었다. 평소엔 아무렇지 않던 그 거리가 갑자기 낯설게 느껴졌고, 마음이 묘하게 쿡 찔렸다. 그때 기억이 떠올라 잠시 멍하니 서 있었는데, 친구가 괜찮냐고 묻자 괜히 웃으며 아무 일 없다고 했다. 집에 돌아오는 길에 괜히 혼자 여러 생각이 밀려와 한참 동안 창밖을 바라보았다.",화자가 첫사랑을 떠올리게 된 계기는 무엇이었나요?,잘 모르겠음,친구가 첫사랑 얘기를 꺼내서,첫사랑과 갔던 카페 앞을 지나쳐서,집에 돌아와 창밖을 봐서,3,첫사랑과 갔던 카페 앞을 지나쳐서,0,day3block1/mixture/day3block1_stimulus5.wav
21,449,Jackson,Bell,"벚꽃이 흐드러지게 피던 어느 봄날, 친구들과 놀이터에서 놀다가 우연히 같은 반 민수와 마주쳤다. 수줍게 건넨 초콜릿에 내 마음이 들킬까 긴장됐지만, 그날부터 서로 연락하며 가까워졌다. 손을 처음 잡던 순간엔 심장이 너무 빨리 뛰어서 목소리가 떨릴 정도였다. 하지만 여름방학이 끝나고 민수의 전학 소식을 듣고 한동안 학교 가는 길이 유난히 쓸쓸하게 느껴졌던 기억이 난다.",민수가 전학을 간 시기는 언제였나요?,잘 모르겠음,봄방학이 끝난 후,겨울방학이 끝난 후,여름방학이 끝난 후,4,여름방학이 끝난 후,0,day3block1/mixture/day3block1_stimulus6.wav
22,48,Nathan,UncleHank,"고등학교에 처음 등교하던 날, 교문 앞에서 교복이 조금 어색하게 느껴졌다. 새로운 반 친구들과 인사를 나누며 긴장도 되고 설레기도 했다. 교실에서 담임 선생님이 자기소개를 시키셨는데, 내 차례가 오자 목소리가 떨려서 이름을 한 번 더 말해야 했다. 점심시간에는 아직 친한 친구가 없어 조용히 도시락을 먹었지만, 옆자리에 앉은 친구가 먼저 말을 걸어줘서 조금 안심이 되었다.",발화자가 자기소개를 할 때 어떤 일이 있었나요?,잘 모르겠음,목소리가 떨려 이름을 두 번 말했다,친구가 대신 소개해 주었다,선생님이 이름을 잘못 불렀다,2,목소리가 떨려 이름을 두 번 말했다,0,day3block1/mixture/day3block1_stimulus7.wav
23,248,Abigail,Tina,"며칠 전, 친구들과 함께 교내 축제에서 열린 노래자랑 대회에 참가했다. 준비한 곡을 연습하며 긴장했지만, 무대 위에서 친구들과 함께 노래를 부르니 관객들의 환호와 박수 소리에 긴장이 풀렸다. 특히 무대가 끝난 후, 예상치 못하게 동아리 선배들이 꽃다발을 건네주며 응원을 해줘서 정말 감동적이었다. 그날 찍은 사진들을 보며 다시 떠올리니 아직도 마음이 벅차오른다.",노래자랑 대회가 끝난 후에 발화자가 받은 특별한 응원은 무엇이었나요?,잘 모르겠음,선배들이 간식을 사줌,동아리 선배들이 꽃다발을 건네줌,관객들이 함께 무대에 올라옴,3,동아리 선배들이 꽃다발을 건네줌,0,day3block1/mixture/day3block1_stimulus8.wav
24,450,Nia,CaptainBill,"며칠 전 친구가 갑자기 연락해서 제주도에 같이 가자고 제안했다. 평소엔 즉흥적인 여행을 별로 좋아하지 않지만, 이번에는 평소보다 마음이 답답해서 용기를 내기로 했다. 항공권과 숙소는 친구가 빠르게 예약했고, 나는 여행 일정표를 만들면서 맛집과 카페 정보를 모았다. 특히 바다 근처에 있는 작은 펜션을 고르는 데 신경을 많이 썼고, 짐은 최대한 가볍게 꾸리려고 노력했다.",발화자의 여행 준비 과정에서 특별히 신경 쓴 부분은 무엇이었나요?,잘 모르겠음,항공권 가격 비교,숙소 예약,바다 근처 펜션 선택,4,바다 근처 펜션 선택,0,day3block1/mixture/day3block1_stimulus9.wav
25,49,KilliantheVampire,Aaron,"며칠 전부터 이유 없이 마음이 무거웠다. 무엇이 문제인지 몰라 답답했지만, 저녁 산책을 하면서 조용히 내 감정을 하나씩 떠올려 보았다. 예전 친구와의 다툼이 생각났고, 그때 느낀 서운함이 아직 남아 있다는 걸 깨달았다. 그제야 막연했던 불편함의 원인을 알게 되었고, 집에 돌아와 친구에게 진심을 담아 메시지를 보냈다. 내 감정을 솔직하게 표현하니 마음이 한결 가벼워졌다.",발화자는 어떤 상황에서 자신의 감정의 원인을 깨달았나요?,잘 모르겠음,친구와 통화할 때,저녁 산책을 하면서,음악을 들으면서,3,저녁 산책을 하면서,0,day3block1/mixture/day3block1_stimulus10.wav
26,249,Harper,Grace,"며칠 전 학교에서 열린 과학 발표 대회가 아직도 생생하게 기억난다. 평소에 발표를 잘 못해서 긴장했지만, 조원들과 밤늦게까지 실험 결과를 정리하고, 서로 발표 연습을 도와줬다. 결국 우리 조가 최우수상을 받았고, 친구들과 무대에서 상장과 트로피를 받으며 모두가 환하게 웃었다. 그때 느꼈던 뿌듯함과 기쁨은 정말 오랫동안 잊지 못할 것 같다.",발화에서 화자가 친구들과 함께 받은 상의 종류는 무엇인가요?,잘 모르겠음,장려상,참가상,최우수상,4,최우수상,0,day3block1/mixture/day3block1_stimulus11.wav
27,451,Stephanie,Duke,"지난달에 친구들과 함께 수채화 동호회에 가입해서 매주 토요일마다 그림을 그리기 시작했다. 처음에는 물감이 번지고 색이 잘 섞이지 않아 어려웠지만, 한 달이 지나면서 내 손끝에서 점점 원하는 풍경이 완성되는 걸 느꼈다. 특히 지난주에는 직접 그린 풍경화를 동호회 전시회에 출품했는데, 다른 사람들이 내 그림 앞에서 오래 머무르며 감상하는 모습을 보고 큰 성취감을 느꼈다.",화자는 어떤 상황에서 성취감을 느꼈나요?,잘 모르겠음,수채화 동호회에 가입할 때,사람들이 그림을 감상하는 모습을 봤을 때,그림을 그릴 때마다 매번,3,사람들이 그림을 감상하는 모습을 봤을 때,0,day3block1/mixture/day3block1_stimulus12.wav
28,52,Damian,River,"초등학교 저학년 시절, 집 앞 골목에 작은 분식집이 있었는데, 학교 끝나고 친구들과 자주 들렀다. 그곳의 떡볶이는 늘 매콤하면서도 달콤해서 집에 돌아올 때까지 손에 양념이 묻어있곤 했다. 사장님이 직접 튀긴 김말이도 빼놓을 수 없었다. 때로는 엄마가 천 원을 쥐여주면 떡볶이와 김말이를 하나씩 사서 친구들과 나누어 먹던 그 시간이 아직도 선명하게 떠오른다.",발화에서 떡볶이와 함께 분식집에서 자주 먹었던 음식은 무엇이었나요?,잘 모르겠음,오뎅,김말이,만두,3,김말이,0,day3block1/mixture/day3block1_stimulus13.wav
29,250,Kristen,Janet,"비가 내려 밖에 나가지 못한 우리는 서로 좋아하는 요리를 만들어 보기로 했어. 나는 파스타를 만들고, 그는 감자전을 준비했지. 요리를 하면서 서로의 실수를 웃으며 넘기고, 완성된 음식을 먹으며 영화도 봤어. 특별한 장소는 아니었지만, 둘만의 작은 파티 같아서 오히려 더 즐거웠다. 다음엔 어떤 메뉴에 도전할지 이야기하며 하루를 마무리했어.",비가 오는 날 우리는 집에서 어떤 음식을 만들어 먹었나요?,잘 모르겠음,파스타와 감자전,치킨과 피자,김치찌개와 불고기,2,파스타와 감자전,0,day3block1/mixture/day3block1_stimulus14.wav
30,452,Larry,Hailey,"며칠 전부터 준비해둔 작은 우리에 새로 입양한 토끼를 조심스럽게 들여보냈다. 토끼가 낯선 환경에 놀랄까 봐 조용히 앉아 지켜봤는데, 생각보다 금방 여기저기 냄새를 맡으며 움직이더라. 내가 손을 내밀었을 때는 한참을 망설이다가 결국 내 손가락 끝을 코로 살짝 건드려줬다. 먹이로 준비한 당근을 한 조각 내밀자 두 손으로 꼭 쥐고 오물오물 먹는 모습에 마음이 한껏 따뜻해졌다.",토끼가 내 손을 처음 만졌을 때 어떤 행동을 했나요?,잘 모르겠음,손가락 끝을 코로 살짝 건드렸다,손을 핥았다,손 위에 올라탔다,2,손가락 끝을 코로 살짝 건드렸다,0,day3block1/mixture/day3block1_stimulus15.wav
