stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db,output_wav_path
19,34,Simon,Frankenstein,"몇 주 전까지만 해도 아침에 일어나면 몸이 무겁고 기분도 가라앉았는데, 최근에는 동네 공원을 걷는 걸 습관처럼 시작했다. 처음 며칠은 귀찮고 졸렸지만, 공기 냄새와 새소리를 듣다 보면 점점 마음이 차분해지면서 하루를 시작하는 기분이 달라진다. 산책 후에는 전에 비해 일상 속 작은 일에도 쉽게 짜증이 나지 않고, 오히려 여유를 느끼게 되었다.",발화자가 아침 산책을 시작한 이후로 달라진 점으로 언급하지 않은 것은 무엇인가요?,잘 모르겠음,일상 속 작은 일에도 짜증이 줄어듦,마음이 차분해짐,식사량이 늘어남,4,식사량이 늘어남,0,day2block2/mixture/day2block2_stimulus4.wav
20,237,Olivia,Janet,"창밖으로 빗방울이 부드럽게 떨어지던 어느 오후, 오랜만에 찬장 깊숙이 넣어둔 허브차를 꺼내어 우려보았다. 물에 잎이 천천히 퍼지며 은은한 향이 퍼질 때, 마음이 조금씩 가라앉는 느낌이었다. 평소 같았으면 커피를 택했겠지만, 오늘따라 그 부드러운 허브향이 무척이나 위로가 되었다. 따뜻한 잔을 두 손으로 감싸 쥐고 조용히 창밖을 바라보며, 비 오는 날만의 특별한 여유를 만끽했다.",화자는 어떤 상황에서 허브차를 마시게 되었나요?,잘 모르겠음,친구와의 약속 후에,창밖에 비가 오는 오후에,운동을 마친 뒤에,3,창밖에 비가 오는 오후에,0,day2block2/mixture/day2block2_stimulus5.wav
21,438,Valerie,Damian,"창문을 열고 있던 저녁, 갑자기 빗방울이 떨어지기 시작했다. 빗소리와 함께 방 안으로 스며드는 그 특유의 흙내음이 어릴 적 마당에서 장화 신고 뛰놀던 기억을 떠올리게 했다. 평소엔 무심했던 공기마저 오늘은 더 싱그럽고 상쾌하게 느껴졌다. 빗방울이 땅에 닿으며 퍼지는 향기는 마치 일상에 작은 휴식 같은 느낌을 주었고, 잠시 모든 걱정이 사라지는 듯한 평온함이 밀려왔다.","비가 오던 저녁, 발화자가 빗소리와 함께 방 안으로 들어왔다고 느낀 향기는 무엇과 관련이 있었나요?",잘 모르겠음,흙내음,바닷내음,꽃향기,2,흙내음,0,day2block2/mixture/day2block2_stimulus6.wav
22,35,Edward,Philip,"도쿄의 작은 카페에서 혼자 앉아있을 때, 옆자리에 앉은 일본인 할아버지가 먼저 말을 걸어왔다. 그는 젊었을 때 한국을 여행한 적이 있다며, 그때 본 풍경과 음식을 세세하게 떠올리며 이야기해 주었다. 서로 각자의 언어로 소통했지만, 손짓과 미소로 마음이 잘 전해졌다. 그 덕분에 혼자하는 여행이 외롭지 않고 오히려 따뜻하게 느껴졌다.",카페에서 만난 일본인 할아버지는 어떤 경험을 이야기해주었나요?,잘 모르겠음,한국에서 일한 경험,한국을 여행한 경험,한국에서 공부한 경험,3,한국을 여행한 경험,0,day2block2/mixture/day2block2_stimulus7.wav
23,238,Lucille,Helena,"비가 내리던 어느 날, 우산 없이 작은 시골 마을을 걷다가 친절한 아주머니를 만난 적이 있다. 모르는 사람에게 우산을 내어주며 웃던 그 모습이 아직도 잊히지 않는다. 그 덕분에 나는 낯선 곳에서도 따뜻함을 느낄 수 있었고, 여행이 단순히 새로운 장소를 보는 것뿐 아니라 사람들과의 소소한 만남에서 깊은 감동과 교훈을 얻을 수 있다는 사실을 깨달았다.",발화에서 화자가 낯선 시골 마을에서 경험한 가장 인상 깊은 일은 무엇이었나요?,잘 모르겠음,비가 내리던 날 혼자 길을 걸은 것,현지 아주머니가 우산을 내어준 것,새로운 장소를 구경한 것,3,현지 아주머니가 우산을 내어준 것,0,day2block2/mixture/day2block2_stimulus8.wav
24,439,River,Tina,"며칠 전 산책 겸 등산을 갔던 날이 아직도 기억에 남는다. 조용히 흙길을 걷다가 갑자기 작은 소리가 들려 고개를 돌려보니 다람쥐 한 마리가 재빠르게 나무줄기를 타고 올라갔다. 순간적으로 나와 눈이 마주쳤는데, 잠깐 멈추더니 금세 잎 사이로 몸을 숨겼다. 그 짧은 만남 덕분에 그날 등산길 내내 기분이 좋아졌고, 자연 속에서 이런 우연한 만남이 주는 특별함을 다시 한 번 느꼈다.",산책 중에 필자가 산에서 만난 동물은 무엇이었나요?,잘 모르겠음,다람쥐,고양이,토끼,2,다람쥐,0,day2block2/mixture/day2block2_stimulus9.wav
25,36,JackoLantern,Ron,"형과 오랜만에 집에서 보드게임을 하기로 했다. 서로 이길 때마다 작은 간식을 하나씩 얻는 내기를 걸었더니 분위기가 훨씬 흥미진진해졌다. 특히 마지막 판에서 형이 실수로 말을 잘못 옮겨서 내가 역전승을 하게 되었는데, 평소엔 형이 더 잘하는 게임이라 내가 이긴 게 정말 기뻤다. 간식으로는 초콜릿을 받았고, 형은 아쉽다며 다음엔 반드시 이기겠다고 다짐했다. 이런 소소한 경쟁이 우리를 더 가깝게 만들어 주는 것 같다.",보드게임에서 마지막 판에 역전승을 하게 된 이유는 무엇이었나요?,잘 모르겠음,형이 게임을 포기해서,형이 말을 잘못 옮겨서,내가 특별한 전략을 써서,3,형이 말을 잘못 옮겨서,0,day2block2/mixture/day2block2_stimulus10.wav
26,239,Audrey,Starling,"최근 친구의 추천으로 도자기 공예를 배우기 시작했다. 처음에는 손에 흙이 묻는 게 어색했지만, 점점 내 손길로 모양이 변해가는 게 신기했다. 특히 지난주에는 컵을 만들었는데, 윗부분이 울퉁불퉁하게 나와서 선생님이 물을 묻혀가며 모양을 다듬는 방법을 알려주셨다. 아직 완성품은 아니지만, 내 손으로 만든 컵을 곧 사용할 수 있을 생각에 기대가 크다.",지난주에 도자기 공예 수업에서 내가 만든 물건의 윗부분을 다듬을 때 선생님이 어떤 방법을 알려주셨나요?,잘 모르겠음,사포로 갈아내는 방법,물을 묻혀가며 모양을 다듬는 방법,뜨거운 바람으로 말리는 방법,3,물을 묻혀가며 모양을 다듬는 방법,0,day2block2/mixture/day2block2_stimulus11.wav
27,440,Athena,Edward,"며칠 전 문득 친구들과 함께 갔던 고등학교 여름방학 MT가 떠올랐다. 그때 우리는 바닷가 근처 펜션에 모여 밤새 카드게임을 하며 웃었던 기억이 있다. 낮에는 근처 산을 따라 트래킹을 하다가 갑작스러운 소나기를 맞아 다 같이 비를 피하려고 작은 정자에 모여 앉았었다. 누군가 우산을 가져와 모두가 그 아래 모여 한참을 수다 떨다 보니, 비에 젖은 머리카락도 아랑곳하지 않고 오히려 더 가까워졌던 기분이 들었다. 그날 이후로 우리 사이는 한층 더 끈끈해졌던 것 같다.",친구들과의 MT에서 갑작스러운 소나기를 피하기 위해 모두가 모여 있었던 장소는 어디였나요?,잘 모르겠음,바닷가,펜션 거실,작은 정자,4,작은 정자,0,day2block2/mixture/day2block2_stimulus12.wav
28,37,Santa,Hugh,"저녁에 할아버지와 마당에 앉아 있던 중, 할아버지께서 어릴 적 겨울마다 마을 아이들과 연을 만들어 놀았던 이야기를 해주셨다. 나뭇가지와 신문지를 이용해 직접 연을 만들고, 한 번은 바람이 너무 세서 연이 나무 꼭대기에 걸려 며칠 동안 찾지 못했다는 얘기에 모두 웃었다.",할아버지가 연을 만들 때 사용한 재료 중 하나는 무엇이었나요?,잘 모르겠음,플라스틱,신문지,비닐봉지,3,신문지,0,day2block2/mixture/day2block2_stimulus13.wav
29,240,Patricia,Lucille,"지난번 학과 MT에서 조별 게임 시간이 있었는데, 제가 속한 조가 갑자기 장기자랑을 하게 됐어요. 준비도 안 되어 있었지만, 급하게 친구들과 모여서 어릴 때 배운 율동을 기억해내며 춤을 췄죠. 그런데 음악이 중간에 끊기는 해프닝이 있어서 잠시 모두 멈췄다가 웃으면서 다시 이어갔어요. 그 덕분에 우리 조가 예상치 못하게 큰 박수를 받았고, 다들 그 순간을 오래 기억하자며 사진도 많이 찍었답니다.",MT에서 발화자가 속한 조가 갑자기 하게 된 활동은 무엇이었나요?,잘 모르겠음,요리 대회,퀴즈 대회,장기자랑,4,장기자랑,0,day2block2/mixture/day2block2_stimulus14.wav
30,441,AnnabelletheGhost,Lloyd,"비오는 저녁, 가족들과 거실에 모여서 예전부터 보고 싶었던 영화 한 편을 함께 봤다. 평소에는 각자 방에서 시간을 보내곤 했는데, 오랜만에 한 공간에서 웃고 이야기하니 왠지 모르게 마음이 따뜻해졌다. 영화가 끝난 뒤 등장인물의 행동에 대해 서로 다른 의견을 나누며 꽤 오랫동안 대화를 이어갔다. 그 순간, 평범한 하루도 특별하게 느껴질 수 있다는 생각이 들어서 소중했다.",화자가 가족들과 영화 관람 후에 했던 활동은 무엇이었나요?,잘 모르겠음,함께 저녁 식사를 했다.,등장인물의 행동에 대해 대화를 나눴다.,산책을 했다.,3,등장인물의 행동에 대해 대화를 나눴다.,0,day2block2/mixture/day2block2_stimulus15.wav
