stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db,output_wav_path
11,205,Claire,Zoey,"몇 달 전, 팀장님께서 갑자기 저에게 중요한 발표를 맡기셨던 일이 있었다. 준비 시간이 이틀밖에 없어서 밤늦게까지 자료를 만들고 동료와 함께 연습했다. 발표 당일엔 너무 긴장했지만, 동료들이 앞자리에서 미소로 응원해줘서 큰 힘이 됐다. 발표를 무사히 끝내고 팀장님께 칭찬을 들었을 때, 그동안의 고생이 한순간에 보상받는 느낌이었다.",발화자의 발표 연습을 도와준 사람은 누구였나요?,잘 모르겠음,팀장님,동료,가족,3,동료,0,day1block1/mixture/day1block1_stimulus11.wav
12,404,Tim,Harper,"며칠 전 카페에서 친구와 오랜만에 진지한 대화를 나누었다. 평소엔 가벼운 이야기가 많았지만, 이번엔 서로 고민하고 있는 일에 대해 솔직하게 털어놓게 되었다. 친구는 실패에 대한 두려움이 크다고 했는데, 오히려 그 경험들이 성장의 발판이 될 수 있다고 말했다. 그 이야기를 듣고 나 역시 나만 그런 줄 알았던 불안이 누구에게나 있을 수 있음을 깨달았다. 서로의 솔직함 덕분에 마음이 한결 가벼워졌고, 어려운 순간에도 서로를 지지할 수 있다는 믿음이 생겼다.",친구와의 대화에서 화자가 얻게 된 깨달음은 무엇이었나요?,잘 모르겠음,불안이 누구에게나 있을 수 있다는 것이었다.,카페에서 공부하기가 어렵다는 것이었다.,친구가 자신을 질투하고 있었다는 것이었다.,2,불안이 누구에게나 있을 수 있다는 것이었다.,0,day1block1/mixture/day1block1_stimulus12.wav
13,5,Viktor,Walter,"몇 년 전, 처음으로 혼자 해외여행을 떠났던 경험이 아직도 생생하다. 언어도 완벽하지 않았고 길도 잘 몰라서 길을 헤매는 일도 많았지만, 그 과정에서 스스로 문제를 해결하고 현지인과 소통하려 애쓰며 점점 자신감이 생겼다. 돌아왔을 때는 이전보다 훨씬 용기 있고 주도적인 사람이 되어 있었다.",해외여행 중에 발화자가 어떤 점에서 성장했다고 느꼈나요?,잘 모르겠음,여행 계획을 완벽히 세워서,스스로 문제를 해결하고 자신감이 생겨서,여행지에서 유명한 음식을 많이 먹어서,3,스스로 문제를 해결하고 자신감이 생겨서,0,day1block1/mixture/day1block1_stimulus13.wav
14,206,Mia,Lucille,"친구들과 고기를 먹으러 간 날이 아직도 기억난다. 주문한 삼겹살이 한참이 지나도 나오지 않아 계속 기다렸고, 겨우 받은 고기는 한쪽만 익고 나머지는 거의 생고기였다. 직원에게 다시 구워달라고 요청했더니 불쾌한 표정을 지으며 가져갔고, 돌아온 고기에서는 탄 자국과 함께 기름이 거의 빠져나가 딱딱하게 변해 있었다. 친구들도 실망한 기색이 역력했고 결국 반도 못 먹고 자리를 옮겼다.","고기를 다시 구워달라고 요청했을 때, 직원의 반응은 어땠나요?",잘 모르겠음,기쁘게 도와줬다,불쾌한 표정을 지었다,아예 요청을 무시했다,3,불쾌한 표정을 지었다,0,day1block1/mixture/day1block1_stimulus14.wav
15,405,Samantha,Kevin,"수영을 전혀 배워본 적이 없다가 친구의 권유로 동네 수영장에 처음 가보게 됐다. 물에 들어가자마자 생각보다 깊어서 순간 당황했지만, 구명 튜브를 잡고 천천히 발을 움직이며 물에 적응해봤다. 처음엔 호흡이 어려웠지만, 강사님이 천천히 코로 숨을 쉬라고 알려주셔서 따라 해보니 조금씩 편해졌다. 물속에서 몸이 둥둥 뜨는 느낌이 신기했고, 친구와 물장구도 쳐보며 웃으며 즐거운 시간을 보냈다.",처음 수영장에 들어갔을 때 내가 사용한 도구는 무엇이었나요?,잘 모르겠음,구명 튜브,수경,오리발,2,구명 튜브,0,day1block1/mixture/day1block1_stimulus15.wav
16,1,Simon,Patrick,"며칠 전 친구들과 모여 학교 축제 때 있었던 일을 떠올리며 한참을 웃었다. 내가 맡았던 부스는 솜사탕을 직접 만들어 파는 곳이었는데, 처음엔 솜사탕 기계 작동법을 몰라 설탕을 잔뜩 흘리고 당황했던 기억이 난다. 그래도 친구들이 옆에서 도와줘서 곧 익숙해졌고, 마지막엔 선생님께서 오셔서 솜사탕을 맛있게 드시는 모습을 보고 뿌듯함을 느꼈다.",발화자의 학교 축제 부스에서 일어난 일로 알맞은 것은 무엇인가요?,잘 모르겠음,발화자는 음식 먹는 부스에서 일했다.,발화자는 솜사탕 기계 작동에 처음엔 서툴렀다.,발화자는 친구들에게 솜사탕을 선물했다.,3,발화자는 솜사탕 기계 작동에 처음엔 서툴렀다.,0,day1block1/mixture/day1block1_stimulus1.wav
17,201,Lucille,Carol,"며칠 전 가족들과 함께 저녁을 먹던 중 할아버지께서 어릴 적 겪으셨던 홍수 이야기를 들려주셨다. 그때는 동네에 다리가 하나밖에 없어서 사람들이 모두 그 다리로 대피했다고 하셨다. 할아버지는 손에 쥐고 있던 연필 한 자루를 잃어버렸는데, 나중에 동네 어르신이 그 연필을 찾아 주셔서 아주 감사했던 기억이 난다고 하셨다.",할아버지가 홍수 때 잃어버린 물건은 무엇이었나요?,잘 모르겠음,우산,연필,손수건,3,연필,0,day1block1/mixture/day1block1_stimulus2.wav
18,401,KilliantheVampire,Claire,"휴일 오후, 평소처럼 독서에 푹 빠져 있었는데 갑자기 집중이 잘 안 되고 머리가 무거워졌다. 그동안 무리하게 책을 읽었던 것 같아 소파에 누워 조용히 눈을 감았다. 쏟아지던 햇살이 따뜻하게 느껴졌고, 짧은 낮잠을 자고 일어나니 마음도 한결 가벼워졌다. 다시 책을 펼쳤을 때는 오히려 내용이 더 잘 이해되어서 신기했다. 잠시 멈추고 쉬는 게 얼마나 소중한지 새삼 느끼는 하루였다.",발화에서 화자는 어떻게 휴식을 취했나요?,잘 모르겠음,산책을 했다,소파에 누워 낮잠을 잤다,음악을 들었다,3,소파에 누워 낮잠을 잤다,0,day1block1/mixture/day1block1_stimulus3.wav
19,2,Carlos,Rex,"낯선 골목을 걷다가 길을 헤매고 있을 때, 스페인에서 온 루이스와 우연히 마주쳤다. 그는 나에게 영어로 길을 안내해주었고, 우리는 자연스럽게 함께 점심을 먹게 되었다. 서로의 언어를 가르쳐주며 어설프게 대화하다 보니 어느새 친구가 되어 있었다. 그날 저녁, 루이스가 추천해준 현지 바에서 현지인들과 어울릴 기회도 얻었다. 여행에서의 이 짧은 만남이 오래도록 기억에 남을 것 같다.",발화 속에서 내가 루이스와 처음 함께 하게 된 계기는 무엇이었나요?,잘 모르겠음,같은 숙소에서 만났기 때문,길을 헤매고 있을 때 도움을 받았기 때문,같은 투어에 참여했기 때문,3,길을 헤매고 있을 때 도움을 받았기 때문,0,day1block1/mixture/day1block1_stimulus4.wav
20,202,Sophia,Jenna,"며칠 전에는 색연필로 직접 작은 엽서를 그려보았다. 처음엔 단순한 꽃잎으로 시작했는데 점점 색을 더하다 보니 평소보다 시간이 훌쩍 지나 있었다. 완성된 엽서를 친구에게 보내려고 봉투에 담으면서 괜히 뿌듯한 마음이 들었다. 그림을 그리면서 잡생각도 줄고, 알록달록한 색깔을 고르는 과정도 나를 기분 좋게 해 주었다.",화자가 엽서를 그릴 때 느낀 기분에 대한 설명으로 알맞은 것은 무엇인가요?,잘 모르겠음,지루함을 느꼈다.,잡생각이 많아졌다.,색을 고르는 과정에서 기분이 좋아졌다.,4,색을 고르는 과정에서 기분이 좋아졌다.,0,day1block1/mixture/day1block1_stimulus5.wav
21,402,AnnabelletheGhost,Jimmy,"며칠 전, 평소에 바쁘다는 핑계로 자주 만나지 못했던 고등학교 친구와 함께 전주로 짧은 여행을 다녀왔다. 한옥마을 골목을 걷다가 우연히 작은 찻집을 발견해서 들어갔는데, 그곳에서 우리는 유자차와 팥죽을 시켜놓고 오랜만에 진지한 이야기를 나누었다. 창밖으로 보이는 비오는 풍경과 은은한 조명 덕분에 더 깊은 대화가 오갔고, 소소하지만 따뜻한 시간을 보냈다.",발화에서 친구와 함께 찻집에서 주문한 음식과 음료 조합으로 알맞은 것은 무엇인가요?,잘 모르겠음,녹차와 인절미,유자차와 팥죽,아메리카노와 와플,3,유자차와 팥죽,0,day1block1/mixture/day1block1_stimulus6.wav
22,3,KilliantheVampire,Peter,"파리의 작은 카페에서 혼자 커피를 마시고 있었는데, 옆자리에 앉은 브라질 출신의 루이스라는 청년과 자연스럽게 대화를 나누게 되었다. 그는 세계 각지를 여행하며 사진을 찍는다고 했고, 우리는 각자의 여행 이야기를 공유했다. 루이스가 추천해준 숨겨진 골목 시장을 함께 둘러보며 뜻밖의 우정을 쌓았다. 그날 찍은 사진을 이메일로 주고받으며 지금도 가끔 연락을 주고받는다.",파리에서 만난 브라질 출신의 청년과 화자가 함께 한 활동은 무엇이었나요?,잘 모르겠음,에펠탑을 구경했다,숨겨진 골목 시장을 둘러보았다,박물관을 관람했다,3,숨겨진 골목 시장을 둘러보았다,0,day1block1/mixture/day1block1_stimulus7.wav
23,204,Kristen,Annie,평소 일이 많아 머리가 복잡할 때마다 집 근처 작은 공원에 가서 산책을 한다. 벤치에 앉아 이어폰으로 좋아하는 음악을 들으며 눈앞에 펼쳐진 연못을 바라보면 마음이 자연스럽게 차분해진다. 특히 비가 내린 뒤 촉촉한 흙냄새와 나뭇잎에 맺힌 물방울을 볼 때면 머릿속이 환해지는 느낌이다. 이런 시간 덕분에 다시 힘을 낼 수 있다는 사실이 늘 고맙다.,내가 공원에서 마음이 차분해지는 데 도움이 된다고 언급한 것은 무엇인가요?,잘 모르겠음,공원의 커피숍,연못 풍경과 음악,운동 기구,3,연못 풍경과 음악,0,day1block1/mixture/day1block1_stimulus8.wav
24,403,Duke,Mia,"초등학교 4학년 때 처음으로 엄마와 단둘이 여행을 갔던 제주도에서 먹었던 갈치조림이 아직도 잊히지 않는다. 그날은 비가 많이 왔고, 작은 식당 안에서 뜨거운 밥과 매콤한 갈치조림을 먹으며 엄마와 이런저런 이야기를 나눴다. 평소엔 잘 먹지 않던 생선이 그날따라 유난히 맛있게 느껴졌고, 식당 주인 아주머니가 직접 만든 귤청도 서비스로 주셔서 특별한 추억이 더해졌다.",발화자가 제주도 여행에서 엄마와 특별하게 먹었던 음식은 무엇이었나요?,잘 모르겠음,고등어구이,갈치조림,제주 흑돼지,3,갈치조림,0,day1block1/mixture/day1block1_stimulus9.wav
25,4,Tyson,Jimmy,"며칠 전 갑작스럽게 감기에 걸려 몸이 축 처져서 집에 누워 있었는데, 엄마가 퇴근 후 아무 말씀도 없이 따뜻한 죽을 끓여 주셨다. 평소엔 바쁘다며 챙겨주지 못해 미안하다고 하시면서 내 이불까지 정성스럽게 덮어주셨다. 누워 있으면서 엄마의 작은 배려 하나하나가 얼마나 소중한지 새삼 깨달았다. 매번 잔소리처럼 느껴졌던 엄마의 말들도 결국 내 건강을 걱정해서였다는 것을 알게 되었고, 그날 밤은 고마운 마음에 혼자 눈물이 났다.",화자가 감기에 걸렸을 때 어머니가 해주신 행동이 아닌 것은 무엇인가요?,잘 모르겠음,따뜻한 죽을 끓여 주셨다,이불을 정성스럽게 덮어주셨다,감기에 좋은 약을 사오셨다,4,감기에 좋은 약을 사오셨다,0,day1block1/mixture/day1block1_stimulus10.wav
26,205,Zoey,Claire,"며칠 전 힘든 일이 있어서 마음이 복잡했는데, 저녁을 먹고 난 뒤 거실에서 가족들과 도란도란 이야기를 나누다 보니 조금씩 마음이 편안해졌다. 엄마가 만들어주신 따뜻한 차를 마시면서, 아빠와 동생이 각자 오늘 있었던 재미있는 일을 들려줘서 웃음이 나왔다. 가족들이 별말 없이 옆에 있어주는 것만으로도 큰 위안이 되고, 내 마음이 다시 단단해지는 기분을 느낄 수 있었다.",어려운 일이 있었던 화자는 가족들과 무엇을 하며 위안을 받았나요?,잘 모르겠음,같이 운동을 했다,거실에서 이야기를 나눴다,외식을 하러 나갔다,3,거실에서 이야기를 나눴다,0,day1block1/mixture/day1block1_stimulus11.wav
27,404,Harper,Tim,"지난달 파리의 작은 골목에서 길을 잃었을 때, 우연히 만난 한국인 유학생이 큰 도움이 되어주었다. 그분은 바쁜 일정에도 불구하고 지도를 함께 보며 목적지까지 직접 안내해줬고, 도중에 근처 맛집도 추천해줬다. 덕분에 낯선 도시에서 따뜻함을 느낄 수 있었고, 나중에 감사 인사를 전하고자 카페에서 차를 대접했다. 이런 친절 덕분에 여행이 더욱 특별하게 기억된다.","파리에서 길을 잃었을 때, 만난 한국인 유학생이 해준 일로 옳은 것은 무엇인가요?",잘 모르겠음,같이 쇼핑을 해줬다,지도를 보며 목적지까지 안내해줬다,현지 투어를 예약해줬다,3,지도를 보며 목적지까지 안내해줬다,0,day1block1/mixture/day1block1_stimulus12.wav
28,5,Walter,Viktor,"주말마다 부모님과 동생이랑 근처 공원에 가는 것이 우리 가족의 소소한 즐거움이다. 지난번에는 엄마가 직접 만든 김밥과 과일을 도시락에 싸 오셔서 벤치에 앉아 다 같이 먹었는데, 잔디밭에서 동생이 공놀이를 하다가 신발을 잃어버려서 모두가 신나게 찾았던 기억이 난다. 그 덕분에 모두가 더 웃으며 하루를 마무리할 수 있었다.",가족이 공원에 갔을 때 도시락에는 무엇이 포함되어 있었나요?,잘 모르겠음,김밥과 과일,샌드위치와 주스,치킨과 떡볶이,2,김밥과 과일,0,day1block1/mixture/day1block1_stimulus13.wav
29,206,Lucille,Mia,"요가 수업을 듣던 중 선생님이 새로운 동작을 시도해보자고 하셨는데, 갑자기 제 옆에 있던 친구가 균형을 잃고 옆으로 굴러버렸어요. 그 모습을 본 다른 분들도 당황해서 서로 부딪히며 작은 소동이 벌어졌죠. 결국 다들 진지하게 하려다 웃음이 터져서, 선생님도 웃으시면서 잠깐 쉬었다가 다시 동작을 연습하자고 하셨어요.",요가 수업 중에 무엇 때문에 모두가 웃음을 터뜨리게 되었나요?,잘 모르겠음,선생님이 농담을 해서,한 친구가 균형을 잃고 굴러서,음악이 갑자기 멈춰서,3,한 친구가 균형을 잃고 굴러서,0,day1block1/mixture/day1block1_stimulus14.wav
30,405,Kevin,Samantha,"몇 년 전, 친구들과 제주도로 여행을 떠난 기억이 아직도 생생하다. 도착하자마자 해변에서 파도 소리를 들으며 사진을 찍었고, 그날 저녁엔 시장에서 먹은 흑돼지와 함께 소소한 이야기꽃을 피웠다. 여행 내내 날씨도 좋아서 오름에 올라 한라산을 바라보며 감탄했다. 무엇보다 평소 바빠서 자주 못 보던 친구들과 오랜만에 웃으며 시간을 보내 행복감이 오래도록 남았다.",발화자가 제주도 여행에서 친구들과 함께 무엇을 먹으며 이야기꽃을 피웠나요?,잘 모르겠음,갈치구이,흑돼지,전복죽,3,흑돼지,0,day1block1/mixture/day1block1_stimulus15.wav
