stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db,output_wav_path
11,281,Annie,Amber,"처음으로 친구들과 함께 지방에서 열리는 음악 페스티벌에 다녀온 날이 아직도 생생하다. 비가 내릴 것 같아 걱정했지만, 오히려 잔잔한 구름 덕분에 무대 조명이 더욱 화려하게 느껴졌다. 평소 좋아하던 밴드가 마지막 무대에서 새 앨범의 미공개 곡을 연주했을 때 모두가 환호성을 질렀고, 친구와 손을 맞잡고 따라 불렀던 순간이 오래도록 기억에 남았다. 그날 우리는 공식 굿즈 대신 현장에서 직접 만든 팔찌를 서로에게 선물하기도 했다.",페스티벌에서 화자는 무엇을 공식 굿즈 대신 친구와 나누었나요?,잘 모르겠음,티셔츠,직접 만든 팔찌,음반 CD,3,직접 만든 팔찌,0,day4block2/mixture/day4block2_stimulus11.wav
12,489,Annie,Jeff,"며칠 전 저녁에 아이가 제 품에 안겨 있다가 갑자기 '엄마'라고 또렷하게 불렀어요. 처음 듣는 그 한 마디에 눈물이 핑 돌았죠. 그동안 옹알이만 하던 아이가 제 이름을 부른 게 너무 신기하고 벅찼어요. 남편도 그 순간을 놓치지 않으려고 휴대폰을 꺼내서 동영상을 찍었고, 우리는 아이의 첫 말을 여러 번 돌려보며 함께 웃었답니다. 그날 이후로 아이는 계속 제 뒤를 따라다니며 '엄마'를 반복해서 불러줘서 하루 종일 기분이 정말 좋았어요.","아이의 첫 말을 들은 순간, 남편은 무엇을 했나요?",잘 모르겠음,눈물을 글썽였다.,휴대폰으로 동영상을 찍었다.,조용히 책을 읽었다.,3,휴대폰으로 동영상을 찍었다.,0,day4block2/mixture/day4block2_stimulus12.wav
13,90,Chester,Mark,오늘 저녁에는 평소보다 조금 늦게 퇴근해서 집에 도착하자마자 열대어 수조 앞에 앉았다. 하루 종일 먹이 주는 시간이 기다려졌는지 구피들이 유난히 활발하게 수면 가까이로 몰려왔다. 작은 새우들도 모래바닥을 바쁘게 오가며 먹이를 찾는 모습이 귀여웠다. 어제 새로 넣은 유목 옆에선 코리도라스 한 마리가 꼬리를 흔들며 쉬고 있었다. 물 온도계를 확인하니 온도가 딱 맞아서 마음이 놓였다.,"발화자가 집에 도착해서 열대어 수조 앞에 앉았을 때, 새우들은 주로 어디에서 무엇을 하고 있었나요?",잘 모르겠음,모래바닥을 오가며 먹이를 찾고 있었다,수면 가까이에서 헤엄치고 있었다,유목 옆에서 쉬고 있었다,2,모래바닥을 오가며 먹이를 찾고 있었다,0,day4block2/mixture/day4block2_stimulus13.wav
14,282,Grace,Charlotte,"며칠 전 친구와 여행 계획을 짜다가 서로 가고 싶은 장소가 달라서 약간의 언쟁이 있었다. 처음에는 내 의견만을 주장했지만, 친구가 왜 그곳을 가고 싶어 하는지 솔직하게 말해줘서 나도 생각을 바꾸게 되었다. 결국 서로 한 군데씩 선택해서 여행 코스를 짰고, 다양한 경험을 할 수 있었다. 그때 상대의 입장을 이해하려는 노력이 얼마나 중요한지 새삼 느꼈다.",여행 계획을 세우면서 화자가 친구와 타협하게 된 계기는 무엇이었나요?,잘 모르겠음,친구가 숙소를 예약해와서,친구가 다른 한명을 더 데려와서,친구가 자신의 이유를 솔직히 말해줘서,4,친구가 자신의 이유를 솔직히 말해줘서,0,day4block2/mixture/day4block2_stimulus14.wav
15,490,KilliantheVampire,Glenda,"결혼 준비로 정신없이 바쁜 날들이 이어지던 중, 서로의 스트레스를 풀 겸 짧게라도 여행을 다녀오기로 했어요. 원래는 해외로 나가고 싶었지만, 일정과 예산을 맞추기가 어려워서 고민이 많았죠. 그러던 중 우연히 친구가 보내준 제주도 사진을 보고 둘 다 너무 마음에 들어 바로 결정을 내렸습니다. 자연 경치도 멋지고, 맛있는 음식도 많을 것 같아 기대감에 부풀었던 기억이 생생해요.",신혼여행지를 제주도로 결정하게 된 계기는 무엇이었나요?,잘 모르겠음,항공권 할인 소식을 들어서,친구가 보내준 사진을 보고,가족의 추천이 있어서,3,친구가 보내준 사진을 보고,0,day4block2/mixture/day4block2_stimulus15.wav
16,84,Tyson,Sean,"초등학교 6학년 때 담임선생님의 권유로 동네 독거노인 할머니 댁을 처음 방문했던 기억이 생생하다. 방문 전에는 어색하고 긴장됐지만, 막상 할머니와 함께 시장에 다녀오고 집안 청소도 도와드리면서 자연스럽게 대화가 이어졌다. 할머니께서 손수 귤을 까주시며 옛날 이야기를 들려주셨고, 내가 작은 도움만으로도 큰 기쁨을 드릴 수 있다는 사실을 처음 알게 되었다. 그날 이후로 봉사활동에 대해 더 긍정적인 마음을 갖게 되었다.",화자가 할머니와 함께 했던 활동이 아닌 것은 무엇인가요?,잘 모르겠음,시장에 다녀오기,집안 청소,공원 산책,4,공원 산책,0,day4block2/mixture/day4block2_stimulus1.wav
17,278,Kelly,Lindsay,"비 오는 날이었는데, 우산을 챙기지 않아 걱정하며 교실 창가에 서 있었던 기억이 난다. 그때 평소에 말이 별로 없던 민지가 다가와 자신이 가지고 온 우산을 함께 쓰자며 건네주었다. 우산 속에서 민지와 처음으로 긴 대화를 나눴고, 그 후로 우리는 자주 서로의 비밀을 나누는 친구가 되었다. 민지와의 이 경험은 내게 진정한 우정이 무엇인지 느끼게 해줬다.",화자는 어떤 상황에서 민지와 가까워지게 되었나요?,잘 모르겠음,점심시간에 함께 도시락을 먹으면서,비 오는 날 민지가 우산을 나눠주면서,운동회에서 같은 팀이 되면서,3,비 오는 날 민지가 우산을 나눠주면서,0,day4block2/mixture/day4block2_stimulus2.wav
18,486,Shana,KilliantheVampire,"며칠 전 친구와 오랜만에 깊은 대화를 나누면서 사랑이란 감정이 내 삶에 얼마나 큰 의미를 주는지 다시 생각해보게 됐다. 평소엔 그저 익숙하게 여겼지만, 친구가 힘든 시기를 보내면서 내 작은 관심과 응원이 큰 힘이 되었다는 말을 듣고 나니, 내가 누군가에게 마음을 나눈다는 것이 단순한 감정 이상의 가치임을 실감했다. 그 이후로 주변 사람들에게 더 따뜻하게 대하려고 노력하게 된다.","친구가 힘든 시기를 보낼 때, 발화자가 친구에게 어떤 방식으로 도움을 주었나요?",잘 모르겠음,경제적 지원을 해주었다,같이 여행을 갔다,작은 관심과 응원을 보냈다,4,작은 관심과 응원을 보냈다,0,day4block2/mixture/day4block2_stimulus3.wav
19,86,Royce,Sean,"지난 주말에 비가 내릴 듯 흐린 날씨였지만, 오랜만에 민지와 브런치 카페에 다녀왔다. 평소엔 사람이 많다고 들어서 걱정했는데, 비 덕분인지 자리가 넉넉했다. 우리는 오믈렛과 팬케이크를 주문했고, 민지는 라떼를 나는 자몽에이드를 시켰다. 오랜만에 친구와 이런 시간을 보내니 소소한 대화도 특별하게 느껴졌다.",카페에서 내가 주문한 음료는 무엇이었나요?,잘 모르겠음,아메리카노,자몽에이드,라떼,3,자몽에이드,0,day4block2/mixture/day4block2_stimulus4.wav
20,279,Janet,Camila,"며칠 전부터 우리 반 친구들과 함께 축제 부스 준비를 시작했다. 각자 역할을 정하는데 나는 게임 코너의 진행을 맡았다. 준비하면서 다 같이 밤늦게까지 교실에 남아 소품도 만들고, 실패한 부분은 서로 도우며 고쳤다. 축제 당일에는 예상보다 많은 학생들이 우리 부스에 찾아와서 준비한 게임을 즐겼고, 마지막에는 선생님께서 칭찬도 해주셔서 뿌듯했다.",축제 준비 과정에서 내가 맡은 역할은 무엇이었나요?,잘 모르겠음,소품 만들기 담당,음식 판매 담당,게임 코너 진행,4,게임 코너 진행,0,day4block2/mixture/day4block2_stimulus5.wav
21,487,Athena,Jake,"며칠 전 혼자 강릉 해변을 산책하다가 우연히 바닷가에서 그림을 그리고 있는 아주머니를 만났어요. 제가 다가가서 그림이 멋지다고 인사하자, 아주머니는 미소를 지으며 여행 중에 만난 풍경을 캔버스에 남기는 게 취미라고 하셨어요. 그 자리에서 잠깐 붓을 잡아보라고 권유해주셔서, 처음으로 바닷가를 배경으로 작은 물고기를 그려봤는데, 생각보다 재미있어서 시간 가는 줄 몰랐습니다. 아주머니가 직접 그린 엽서를 선물로 주셔서 기분 좋은 추억이 남았어요.",해변에서 만난 아주머니가 저에게 어떤 선물을 주셨나요?,잘 모르겠음,직접 만든 조개목걸이,직접 그린 엽서,바닷가에서 주운 작은 돌,3,직접 그린 엽서,0,day4block2/mixture/day4block2_stimulus6.wav
22,88,Brad,Icarus,"며칠 전 친구들과의 모임에서 내 의견이 무시당한 것 같아 마음이 많이 힘들었다. 예전 같으면 계속 그 일에 집착하며 자존감이 떨어졌을 텐데, 이번에는 집에 돌아와 내가 잘한 점을 적어보았다. 그리고 내 의견이 틀리지 않았다는 사실도 스스로 다짐했다. 그렇게 며칠간 스스로를 격려하며 지내니 조금씩 마음이 가벼워지고, 다시 자신감이 생겼다. 예전보다 나를 더 소중히 여기는 방법을 배운 것 같아 뿌듯했다.",발화자의 자존감을 회복하는 데 도움이 된 구체적인 행동은 무엇이었나요?,잘 모르겠음,친구들에게 의견을 얘기했다,내가 잘한 점을 적어보았다,부모님에게 고민을 상담했다,3,내가 잘한 점을 적어보았다,0,day4block2/mixture/day4block2_stimulus7.wav
23,280,Amber,Catherine,"며칠 전 거실 소파에 앉아 책을 읽고 있는데, 우리 집 고양이 나비가 갑자기 창문 앞에 앉아 꼬리를 휘저으며 창밖을 뚫어지게 쳐다보더라구요. 저는 무심코 '나비야, 무슨 일 있어?'라고 물었는데, 그 순간 나비가 갑자기 저를 한번 바라보고는 창문 쪽으로 가서 작은 장난감을 발로 굴리기 시작했어요. 마치 뭔가를 알려주려는 것 같아서 신기하고 미스터리한 기분이 들었죠.",고양이 나비가 창문 앞에 앉아서 한 행동은 무엇이었나요?,잘 모르겠음,창밖을 뚫어지게 쳐다봄,잠을 잠,빙글빙글 돌았음,2,창밖을 뚫어지게 쳐다봄,0,day4block2/mixture/day4block2_stimulus8.wav
24,488,Owen,Liz,"동생과 함께 집에 들어섰을 때 작은 강아지가 꼬리를 흔들며 다가오는 모습을 처음 보았다. 온 가족이 박수를 치며 반겨줬고, 나는 조심스럽게 손을 내밀었다. 강아지가 내 손을 핥았을 때 간질간질한 느낌에 웃음이 나왔다. 그날 저녁, 강아지에게 이름을 지어주기 위해 모두가 모여 의견을 나눴다. 결국 동생이 제안한 '콩이'라는 이름이 가장 마음에 들어 모두 동의했다. 처음으로 내 품에 안긴 콩이의 체온이 오래도록 손에 남아 있었다.",강아지의 이름을 정할 때 가족들은 어떤 과정을 거쳤나요?,잘 모르겠음,친척에게 물어보았다.,각자 좋아하는 이름을 종이에 써서 뽑았다.,모두 모여 의견을 나눈 후 동생이 제안한 이름으로 정했다.,4,모두 모여 의견을 나눈 후 동생이 제안한 이름으로 정했다.,0,day4block2/mixture/day4block2_stimulus9.wav
25,89,George,Viktor,"며칠 전 동아리에서 우리 팀이 주최한 소규모 음악회를 준비했다. 리더로서 역할 분담을 직접 하고, 공연장 대여부터 홍보 포스터까지 하나하나 챙겼다. 예상치 못한 음향 문제로 당황했지만, 팀원들과 즉석에서 해결책을 찾으면서 협동의 중요성을 다시 느꼈다. 덕분에 공연이 끝나고 다들 뿌듯해했다.",음악회 준비 과정에서 내가 겪은 문제는 무엇이었나요?,잘 모르겠음,음향 문제,조명 문제,포스터 인쇄 문제,2,음향 문제,0,day4block2/mixture/day4block2_stimulus10.wav
26,281,Amber,Annie,"창문 너머로 보이던 짙은 먹구름이 갑자기 쏟아지기 시작해서 우산도 없이 뛰다 보니 온몸이 금세 젖어버렸다. 그때 그 사람이 갑자기 내 손을 잡고 골목 어귀로 이끌더니, 아무 말도 없이 나를 바라보다가 소나기 속에서 조심스럽게 입을 맞췄다. 주위에 아무도 없었던 건 아니었지만 빗소리가 모든 걸 덮어버려서 어색함 대신 설렘이 남았고, 그 순간만큼은 시간이 멈춘 것 같았다.",소나기 속에서 화자가 상대방과 함께 피한 장소는 어디였나요?,잘 모르겠음,카페 내부,버스 정류장,골목 어귀,4,골목 어귀,0,day4block2/mixture/day4block2_stimulus11.wav
27,489,Jeff,Annie,"어릴 적부터 비가 오면 창가에 앉아 빗방울이 유리창을 두드리는 소리를 듣는 걸 좋아했다. 오늘은 일찍 일과를 마치고 집에 돌아와 커튼을 젖힌 채 차 한 잔을 들고 조용히 창밖을 바라봤다. 작은 물방울들이 모여 흘러내리는 모습이 신기하게 느껴졌고, 멀리 가로등 불빛이 비에 젖어 더 아련해 보였다. 비가 오면 괜히 마음이 차분해지고 예전 친구와 함께 우산을 쓰고 걷던 기억도 떠올랐다.",화자가 오늘 창밖 비를 보며 떠올린 것은 무엇이었나요?,잘 모르겠음,예전 친구와 우산을 쓰고 걷던 기억,어릴 적 부모님과의 여행,학교에서 수업 듣던 장면,2,예전 친구와 우산을 쓰고 걷던 기억,0,day4block2/mixture/day4block2_stimulus12.wav
28,90,Mark,Chester,몇 년 전 친구들과 부산으로 여행을 갔던 기억이 아직도 생생하다. 해운대 바닷가에서 파도 소리를 들으며 밤늦게까지 이야기 나누던 시간이 정말 소중하게 느껴졌다. 특히 작은 골목길에 숨어 있던 전통 찻집에서 마신 따뜻한 유자차의 향이 너무 좋아서 그곳을 다시 꼭 찾아가고 싶다. 그때 찍었던 사진들을 다시 보면 그곳의 분위기와 그때의 기분이 떠올라 마음이 편안해진다.,발화자가 부산 여행 중에 특별히 기억에 남는 장소는 어디인가요?,잘 모르겠음,광안대교,전통 찻집,대형 쇼핑몰,3,전통 찻집,0,day4block2/mixture/day4block2_stimulus13.wav
29,282,Charlotte,Grace,"학기 중 어느 날, 학교가 끝난 후 사진 동아리 친구들과 함께 근처 공원으로 출사를 갔던 기억이 난다. 처음에는 모델을 맡는 게 어색했지만, 친구들이 재밌는 포즈를 시키며 분위기를 풀어줘서 점점 웃음이 터졌다. 저녁 무렵에는 모두가 찍은 사진을 모아 서로의 사진을 칭찬하며 간식도 나눠 먹었다. 그날 찍은 사진 중 한 장은 아직도 내 방 책상 위에 놓여 있다.",사진 동아리 친구들과 방과 후에 어디에서 활동을 했나요?,잘 모르겠음,학교 교실,근처 공원,도서관,3,근처 공원,0,day4block2/mixture/day4block2_stimulus14.wav
30,490,Glenda,KilliantheVampire,"창문을 열자 신선한 나무 냄새가 퍼져 방 안까지 스며들었다. 양치질을 마치고, 따뜻한 차 한 잔을 들고 베란다에 나가면 멀리서 새들이 지저귀는 소리가 들린다. 가끔은 토끼 한 마리가 풀을 뜯는 모습도 볼 수 있는데, 그럴 땐 조용히 숨을 죽인 채 그 장면을 감상한다. 이렇게 숲속에서의 아침은 도시에서 경험할 수 없는 평온함과 자연의 소리를 가까이 느낄 수 있어 매일이 새롭게 느껴진다.",발화자가 숲속 아침에 베란다에서 차를 마시며 본 동물은 무엇인가요?,잘 모르겠음,사슴,토끼,고양이,3,토끼,0,day4block2/mixture/day4block2_stimulus15.wav
