thisRow.t,notes,KOREANid,expId,subj_idx,idx_day,block_idx,half,real_block,trial_in_half,trial_label,resp_idx,stim_idx,audio_file,rms_mix,audio_skipped,Group,StorySetIdx,StoryIdx1,StoryIdx2,StoryPair,Condition,AttendedGender,AttendedStory,MaleStory,FemaleStory,attention_rating,question,option1,option2,option3,option4,selected_answer,correct_answer,hit,trial_start_t,audio_onset_t,att_q_onset_t,att_rt,att_resp_t,comp_q_onset_t,comp_rt,comp_resp_t,subject_number,experimenter_id,day,
,,KOREAN001,kistv1,1,1,1,1,1,11,1-11.,11,26,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus26.wav,0.075732,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,어려운 일이 있었던 화자는 가족들과 무엇을 하며 위안을 받았나요?,잘 모르겠음,같이 운동을 했다,거실에서 이야기를 나눴다,외식을 하러 나갔다,2,3,0,51.6825,54.6825,56.1644,0.4525,56.6169,56.626,0.2449,56.8708,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,1,1,12,1-12.,12,13,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus13.wav,0.069668,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,해외여행 중에 발화자가 어떤 점에서 성장했다고 느꼈나요?,잘 모르겠음,여행 계획을 완벽히 세워서,스스로 문제를 해결하고 자신감이 생겨서,여행지에서 유명한 음식을 많이 먹어서,2,3,0,57.8794,60.8795,61.7413,0.2896,62.0308,62.0412,0.1546,62.1958,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,1,1,13,1-13.,13,18,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus18.wav,0.070689,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,발화에서 화자는 어떻게 휴식을 취했나요?,잘 모르겠음,산책을 했다,소파에 누워 낮잠을 잤다,음악을 들었다,2,3,0,63.2046,66.2046,67.3057,0.0001,67.3058,67.316,0.2952,67.6112,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,1,1,14,1-14.,14,15,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus15.wav,0.075231,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,처음 수영장에 들어갔을 때 내가 사용한 도구는 무엇이었나요?,잘 모르겠음,구명 튜브,수경,오리발,2,2,1,68.6201,71.6201,72.9932,0.0001,72.9934,73.0158,0.5352,73.5511,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,1,1,15,1-15.,15,24,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus24.wav,0.07216,0,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,발화자가 제주도 여행에서 엄마와 특별하게 먹었던 음식은 무엇이었나요?,잘 모르겠음,고등어구이,갈치조림,제주 흑돼지,2,3,0,74.566,77.5661,111.5991,0.0001,111.5992,111.611,2.4111,114.0221,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,1,2-1.,16,20,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus20.wav,0.067262,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,화자가 엽서를 그릴 때 느낀 기분에 대한 설명으로 알맞은 것은 무엇인가요?,잘 모르겠음,지루함을 느꼈다.,잡생각이 많아졌다.,색을 고르는 과정에서 기분이 좋아졌다.,2,4,0,126.5733,129.5734,130.2215,0.556,130.7775,130.7883,0.3663,131.1547,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,2,2-2.,17,16,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus16.wav,0.079644,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,발화자의 학교 축제 부스에서 일어난 일로 알맞은 것은 무엇인가요?,잘 모르겠음,발화자는 음식 먹는 부스에서 일했다.,발화자는 솜사탕 기계 작동에 처음엔 서툴렀다.,발화자는 친구들에게 솜사탕을 선물했다.,2,3,0,132.1665,135.1666,135.176,0.4461,135.6221,135.6324,0.1773,135.8097,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,3,2-3.,18,25,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus25.wav,0.075274,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,화자가 감기에 걸렸을 때 어머니가 해주신 행동이 아닌 것은 무엇인가요?,잘 모르겠음,따뜻한 죽을 끓여 주셨다,이불을 정성스럽게 덮어주셨다,감기에 좋은 약을 사오셨다,2,4,0,136.8329,139.833,139.8423,0.0002,139.8424,139.8542,0.4177,140.2719,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,4,2-4.,19,4,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus04.wav,0.076312,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,대화 중 아버지가 꺼낸 화자의 어린 시절 추억은 무엇이었나요?,잘 모르겠음,해변에서 놀던 기억,등산을 함께 갔던 일,동물원에 갔던 날,2,3,0,141.2831,144.2831,145.0389,0.0001,145.0391,145.0499,0.2169,145.2668,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,5,2-5.,20,8,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus08.wav,0.069,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,발화에서 화자가 민수와 어디에서 몰래 짧게 인사를 나눴다고 했나요?,잘 모르겠음,학교 교실에서,학교 운동장에서,학교 복도에서,2,3,0,146.2755,149.2755,150.1849,0.0001,150.185,150.1999,0.3178,150.5177,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,6,2-6.,21,3,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus03.wav,0.070978,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,여행 중에 친구들과 무엇을 먹었다고 했나요?,잘 모르겠음,김밥,바비큐,라면,2,2,1,151.527,154.527,154.5371,0.8248,155.3619,155.3697,0.3975,155.7672,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,7,2-7.,22,28,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus28.wav,0.069207,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,가족이 공원에 갔을 때 도시락에는 무엇이 포함되어 있었나요?,잘 모르겠음,김밥과 과일,샌드위치와 주스,치킨과 떡볶이,2,2,1,156.7801,159.7801,159.7896,0.358,160.1476,160.155,0.2467,160.4017,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,8,2-8.,23,22,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus22.wav,0.071612,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,파리에서 만난 브라질 출신의 청년과 화자가 함께 한 활동은 무엇이었나요?,잘 모르겠음,에펠탑을 구경했다,숨겨진 골목 시장을 둘러보았다,박물관을 관람했다,2,3,0,161.4167,164.4168,164.4263,0.492,164.9183,164.929,0.333,165.2619,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,9,2-9.,24,29,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus29.wav,0.077127,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,요가 수업 중에 무엇 때문에 모두가 웃음을 터뜨리게 되었나요?,잘 모르겠음,선생님이 농담을 해서,한 친구가 균형을 잃고 굴러서,음악이 갑자기 멈춰서,2,3,0,166.2704,169.2704,170.3574,0.3503,170.7077,170.7159,0.2047,170.9206,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,10,2-10.,25,23,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus23.wav,0.069128,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,내가 공원에서 마음이 차분해지는 데 도움이 된다고 언급한 것은 무엇인가요?,잘 모르겠음,공원의 커피숍,연못 풍경과 음악,운동 기구,2,3,0,171.93,174.9301,175.8551,0.1319,175.987,175.9984,0.1992,176.1976,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,11,2-11.,26,14,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus14.wav,0.076793,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,"고기를 다시 구워달라고 요청했을 때, 직원의 반응은 어땠나요?",잘 모르겠음,기쁘게 도와줬다,불쾌한 표정을 지었다,아예 요청을 무시했다,2,3,0,177.2167,180.2167,180.226,0.3062,180.5322,180.5413,0.1937,180.7351,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,12,2-12.,27,21,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus21.wav,0.076088,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,발화에서 친구와 함께 찻집에서 주문한 음식과 음료 조합으로 알맞은 것은 무엇인가요?,잘 모르겠음,녹차와 인절미,유자차와 팥죽,아메리카노와 와플,2,3,0,181.7438,184.7439,185.6127,0.5668,186.1795,186.1896,0.2153,186.4049,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,13,2-13.,28,2,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus02.wav,0.075588,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,숙소 주인 할머니가 비를 피해 들어온 화자에게 무엇을 나눠주셨나요?,잘 모르겠음,군밤,고구마,찐 옥수수,2,3,0,187.4132,190.4132,191.3727,0.2899,191.6626,191.6699,0.2025,191.8723,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,14,2-14.,29,10,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus10.wav,0.075138,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,화자는 제주도에서 어떤 상황을 통해 여행의 의미에 대해 깨달았나요?,잘 모르겠음,맛집을 방문하다가,등산을 하다가,낯선 사람과 이야기를 나누다가,2,4,0,192.8811,195.8811,197.1342,0.4233,197.5575,197.5669,0.9353,198.5022,1,KISTv1,1,
,,KOREAN001,kistv1,1,1,1,2,2,15,2-15.,30,12,/Users/jeewon/PycharmProjects/SNUexp/Stimuli/day1block1/mixture/day1block1_stimulus12.wav,0.070802,1,1,1,1,2,2-Jan,M1F2,Male,1,1,2,2,친구와의 대화에서 화자가 얻게 된 깨달음은 무엇이었나요?,잘 모르겠음,불안이 누구에게나 있을 수 있다는 것이었다.,카페에서 공부하기가 어렵다는 것이었다.,친구가 자신을 질투하고 있었다는 것이었다.,2,2,1,199.5171,202.5172,213.0947,1.6236,214.7182,214.7292,0.9787,215.7078,1,KISTv1,1,
